year,total_precipitation,total_snow,total_rain,avg_temperature
1980,682.4,49.900000000000006,632.5000000000001,14.035792349726776
1981,572.6,22.0,550.5999999999999,14.527397260273972
1982,879.6,22.6,857.0000000000001,14.542739726027397
1983,1123.1,0.4,1122.7,14.502191780821919
1984,857.4,26.9,830.5000000000001,13.707650273224044
1985,786.6999999999999,23.9,762.8,13.903287671232876
1986,488.4,37.6,450.79999999999995,14.59917808219178
1987,746.5,41.900000000000006,704.6,14.668767123287672
1988,629.0,46.2,578.5000000000001,14.577322404371586
1989,696.3,169.7,526.6,14.074794520547945
1990,920.4,48.9,871.5000000000001,14.59068493150685
1991,669.7,68.10000000000001,601.6,14.034520547945206
1992,657.0,54.4,602.6000000000001,14.27103825136612
1993,463.6,37.4,426.1999999999999,14.222739726027397
1994,810.4,52.39999999999999,758.0,15.424383561643834
1995,723.2,1.7,721.5,15.057260273972602
1996,791.7,40.5,751.2,14.150273224043715
1997,530.1,15.9,514.2,15.031232876712327
1998,922.0,64.6,857.4,15.363835616438356
1999,605.2,40.199999999999996,565.0000000000001,15.442739726027398
2000,1031.3,30.100000000000005,1001.2000000000002,14.859016393442621
2001,586.1,110.70000000000002,475.4,14.874520547945204
2002,638.4,49.5,588.8999999999999,15.302465753424656
2003,921.4,56.099999999999994,865.3000000000002,14.239178082191781
2004,787.4,21.5,765.9,15.151366120218578
2005,792.2,17.1,775.0999999999999,14.487671232876712
2006,703.6,59.400000000000006,644.2000000000002,15.306849315068494
2007,651.9,9.0,642.9000000000001,15.311506849315068
2008,540.1,33.199999999999996,506.90000000000003,14.839890710382512
2009,891.8,76.8,815.0,14.81123287671233
2010,997.2,17.6,979.6000000000001,14.562465753424657
2011,879.7,21.799999999999997,857.9,14.467123287671233
2012,472.7,31.9,440.80000000000007,14.909562841530054
2013,513.4,12.399999999999999,501.00000000000006,15.972876712328768
2014,624.2,38.7,585.4999999999999,15.828493150684931
2015,720.0,23.9,696.1000000000001,15.203561643835616
2016,765.1999999999999,24.8,740.3999999999999,15.73551912568306
2017,832.3,25.799999999999997,806.5000000000001,15.801917808219178
2018,639.4,45.5,593.8999999999999,15.764383561643836
2019,460.9,26.500000000000004,434.40000000000003,15.963013698630137
