year,total_precipitation,total_snow,total_rain,avg_temperature
1980,530.5,30.299999999999997,500.2,11.41502732240437
1981,452.40000000000003,44.300000000000004,408.09999999999997,12.087671232876712
1982,684.3,27.9,656.4,12.68986301369863
1983,532.1,78.39999999999999,453.7,12.840000000000002
1984,698.4,30.499999999999996,667.9000000000001,11.82622950819672
1985,811.8000000000001,51.699999999999996,760.1000000000001,11.624383561643835
1986,336.1,29.000000000000004,307.09999999999997,11.972328767123287
1987,670.2,36.50000000000001,633.7,12.184109589041096
1988,514.7333333333333,16.1,498.6333333333334,12.374772313296905
1989,341.4,73.6,267.8,12.84191780821918
1990,568.1,46.0,522.1000000000001,13.407214611872146
1991,568.1,46.0,522.1000000000001,13.407214611872146
1992,460.3,21.1,439.20000000000005,12.470218579234974
1993,636.8,40.1,596.7,12.28876712328767
1994,810.1,18.599999999999998,791.5,13.603835616438355
1995,587.1,20.3,566.8000000000001,12.735890410958906
1996,693.3000000000001,15.800000000000002,677.5000000000001,12.23688524590164
1997,480.5,22.7,457.8,13.054520547945204
1998,769.0,65.69999999999999,703.3,13.432602739726027
1999,339.4,15.9,323.49999999999994,13.544657534246577
2000,478.09999999999997,36.20000000000001,441.9,13.063114754098361
2001,654.7,58.599999999999994,596.0999999999999,13.118082191780823
2002,410.5,12.899999999999999,397.6,13.363561643835617
2003,685.4,29.599999999999998,655.8,12.666027397260274
2004,563.2,31.6,531.6,13.575136612021858
2005,482.4,65.49999999999999,416.90000000000003,12.885479452054794
2006,467.6,33.199999999999996,434.4000000000001,13.394520547945206
2007,848.0,13.999999999999998,834.0000000000001,13.734520547945207
2008,957.4,40.8,916.6,13.034699453551912
2009,650.1,68.8,581.3,13.285479452054794
2010,763.5,93.3,670.2,12.348219178082193
2011,890.1,48.400000000000006,841.7,11.988767123287671
2012,677.0,51.4,625.6,12.05846994535519
2013,808.6,47.09999999999999,761.5000000000001,12.446301369863013
2014,585.6999999999999,25.8,559.9,13.258904109589041
2015,520.8,30.5,490.3,13.261917808219179
2016,561.1,62.599999999999994,498.5,13.371311475409835
2017,622.4,45.0,577.4,13.543561643835615
2018,632.3,93.10000000000001,539.2,13.0586301369863
2019,427.7,5.8,421.9,13.63945205479452
