year,total_precipitation,total_snow,total_rain,avg_temperature
1980,491.9,5.3999999999999995,486.50000000000006,13.62295081967213
1981,467.59999999999997,6.999999999999999,460.59999999999997,13.96931506849315
1982,630.3,8.4,621.8999999999999,14.326575342465754
1983,512.7,0.1,512.5999999999999,14.284109589041096
1984,695.8,28.200000000000003,667.6,12.998087431693989
1985,524.8,10.4,514.3999999999999,13.496438356164383
1986,275.7,3.5000000000000004,272.20000000000005,14.047397260273973
1987,550.9,45.60000000000001,505.3,14.355068493150686
1988,517.3000000000001,1.7,515.6000000000003,14.254371584699454
1989,544.3,57.400000000000006,486.9,14.285205479452056
1990,735.0,73.60000000000001,661.4000000000001,14.14904109589041
1991,503.0,64.69999999999999,438.3,14.017808219178082
1992,357.5,13.7,343.8,14.192349726775955
1993,675.2,36.4,638.8,13.958356164383563
1994,787.9,64.1,723.8,14.978356164383563
1995,421.5,1.8,419.7,14.646575342465754
1996,541.5,6.5,535.0,14.142349726775958
1997,327.8,16.1,311.7,15.02958904109589
1998,852.9,28.5,824.4000000000001,15.42054794520548
1999,396.4,2.8,393.6,15.262191780821917
2000,773.7,37.1,736.6000000000001,14.490710382513662
2001,453.2,59.0,394.1999999999999,14.76054794520548
2002,355.9,33.4,322.5,14.00876712328767
2003,751.1,57.39999999999999,693.7,13.063561643835616
2004,622.8000000000001,17.8,604.9999999999999,13.816666666666666
2005,545.6,15.5,530.1000000000001,13.80958904109589
2006,459.4,47.2,412.19999999999993,14.328219178082191
2007,473.9,1.1,472.79999999999995,14.218356164383561
2008,494.3,16.9,477.4,13.977322404371584
2009,692.0,48.5,643.4999999999999,13.75013698630137
2010,603.3,19.3,584.0,13.644109589041097
2011,541.4,44.49999999999999,496.9,13.57945205479452
2012,522.9,30.6,492.30000000000007,13.917759562841528
2013,429.8,24.900000000000002,404.9000000000001,14.163835616438357
2014,658.2,24.3,633.9,15.210958904109589
2015,463.2,29.1,434.09999999999997,14.787671232876713
2016,917.1,27.900000000000002,889.1999999999999,15.150546448087432
2017,585.2,19.7,565.5000000000001,15.347671232876712
2018,643.2,7.7,635.5,15.166575342465753
2019,470.0,15.5,454.50000000000006,15.330684931506848
