station_id,year,SWE_total,melt_peak,peak_date
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1980,15.899999999999999,8.1,1980-04-21
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1981,33.7,8.2,1981-04-01
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1982,11.5,7.8999999999999995,1982-03-29
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1983,31.9,10.8,1983-03-28
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1984,15.0,6.0,1984-04-08
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1985,12.899999999999999,5.8,1985-03-24
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1986,22.1,8.5,1986-04-20
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1987,12.7,4.0,1987-03-20
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1988,7.9,3.3,1988-04-13
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1989,5.2,3.5,1989-03-13
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1990,8.4,4.3,1990-03-18
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1991,3.1,3.1,1991-03-23
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1992,5.4,3.6,1992-03-23
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1993,36.0,9.2,1993-04-02
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1994,25.500000000000004,8.8,1994-03-27
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1995,15.099999999999998,4.3,1995-04-17
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1996,28.4,10.0,1996-04-05
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1997,14.999999999999998,8.1,1997-04-03
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1998,35.2,19.199999999999996,1998-03-26
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,1999,15.400000000000002,5.1,1999-04-13
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2000,22.400000000000002,11.0,2000-04-12
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2001,49.6,15.6,2001-04-06
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2002,52.00000000000001,13.6,2002-04-11
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2003,4.3,4.1,2003-03-27
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2004,17.7,4.0,2004-03-22
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2005,36.3,10.3,2005-04-11
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2006,45.4,6.500000000000001,2006-04-18
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2007,28.5,10.8,2007-04-06
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2008,26.9,6.8,2008-03-26
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2009,13.8,12.4,2009-04-01
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2010,32.199999999999996,7.6,2010-04-17
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2011,29.799999999999997,7.000000000000001,2011-03-29
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2012,9.8,4.0,2012-03-24
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2013,16.8,7.6,2013-04-02
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2014,1.7000000000000002,1.2,2014-03-18
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2015,27.1,8.0,2015-04-10
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2016,9.7,4.4,2016-03-17
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2017,12.1,5.6,2017-03-19
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2018,46.099999999999994,17.099999999999998,2018-04-13
综合5要素_站点_50788_1980_2019_withptype_filled_withptype,2019,9.6,3.9,2019-04-07
