station_id,year,hot_days,txx,hot_mean
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,3,36.5,35.800000000000004
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,1,37.3,37.3
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,3,36.3,36.03333333333333
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,0,33.1,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,1,37.7,37.7
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,1,36.4,36.4
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,0,33.7,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,0,33.2,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,0,34.0,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,0,34.7,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,0,31.4,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,0,33.7,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,0,35.0,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,0,33.0,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,2,35.5,35.35
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,1,36.2,36.2
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,0,34.3,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,7,38.6,36.89999999999999
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,0,33.2,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,3,35.9,35.49999999999999
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,7,38.1,36.25714285714285
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,9,39.9,36.74444444444444
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,0,35.0,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,3,36.2,35.76666666666667
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,6,38.0,36.48333333333333
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,0,34.1,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,0,33.9,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,8,40.7,36.8625
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,2,35.8,35.45
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,0,33.6,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,5,37.3,36.5
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,2,39.0,37.55
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,0,33.4,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,0,33.3,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,1,38.0,38.0
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,0,34.3,
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,7,37.6,36.57142857142857
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,3,37.2,36.03333333333334
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,4,38.8,37.474999999999994
综合5要素_站点_50936_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,2,35.6,35.5
