station_id,year,hot_days,txx,hot_mean
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1980,4,39.0,37.45
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1981,1,36.2,36.2
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1982,5,37.7,36.4
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1983,0,33.6,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1984,0,34.2,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1985,1,36.1,36.1
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1986,0,33.7,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1987,2,37.2,36.3
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1988,0,34.0,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1989,2,35.8,35.599999999999994
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1990,0,32.3,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1991,0,33.0,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1992,1,35.2,35.2
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1993,0,33.5,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1994,2,36.6,36.150000000000006
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1995,1,36.4,36.4
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1996,1,35.4,35.4
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1997,11,40.3,37.53636363636363
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1998,0,34.3,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,1999,5,37.1,36.379999999999995
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2000,11,39.7,36.445454545454545
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2001,9,38.7,37.455555555555556
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2002,2,35.7,35.45
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2003,2,36.1,35.8
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2004,7,39.0,36.87142857142857
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2005,2,36.9,36.25
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2006,0,34.3,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2007,7,40.2,37.285714285714285
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2008,1,36.2,36.2
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2009,0,34.0,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2010,5,37.6,36.3
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2011,7,40.3,36.51428571428571
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2012,0,33.6,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2013,0,33.1,
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2014,5,37.0,35.9
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2015,1,35.4,35.4
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2016,9,41.5,37.733333333333334
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2017,6,39.0,36.483333333333334
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2018,1,35.36666666666667,35.36666666666667
综合5要素_站点_50838_1980_2019_withptype_filled_withptype_MAM_1980_2019,2019,1,35.36666666666667,35.36666666666667
