year,total_precipitation,total_snow,total_rain,avg_temperature
1980,65.1,0.0,65.1,9.063934426229508
1981,122.60000000000001,1.5,121.1,8.221643835616439
1982,73.7,1.5,72.2,8.981643835616438
1983,106.4,5.0,101.39999999999999,8.555342465753425
1984,63.1,1.0,62.099999999999994,7.572677595628415
1985,16.2,2.1,14.099999999999998,8.17972602739726
1986,48.800000000000004,12.5,36.300000000000004,8.616986301369863
1987,115.6,11.6,104.00000000000001,8.35945205479452
1988,115.0,10.899999999999999,104.10000000000001,8.543715846994536
1989,71.2,0.0,71.2,8.955616438356165
1990,83.2,0.1,83.1,9.378082191780821
1991,94.6,20.8,73.80000000000001,8.920821917808219
1992,142.1,26.400000000000002,115.7,8.603825136612022
1993,69.5,5.6,63.9,9.01068493150685
1994,61.1,5.0,56.099999999999994,9.127123287671234
1995,118.1,13.1,105.00000000000001,8.29013698630137
1996,78.3,9.100000000000001,69.19999999999999,7.841803278688524
1997,96.5,0.0,96.50000000000001,9.421917808219177
1998,129.8,7.8999999999999995,121.89999999999999,9.534794520547944
1999,66.60000000000001,2.2,64.4,9.694246575342467
2000,104.0,16.900000000000002,87.10000000000001,8.839071038251365
2001,66.7,2.1,64.60000000000001,9.522465753424656
2002,70.6,7.5,63.09999999999999,9.555068493150685
2003,124.89999999999999,23.3,101.6,8.330684931506848
2004,46.5,6.599999999999999,39.9,9.13415300546448
2005,91.7,4.3999999999999995,87.3,9.213972602739727
2006,48.800000000000004,13.799999999999999,35.0,9.69013698630137
2007,71.1,0.8,70.3,9.688219178082191
2008,139.8,3.3000000000000003,136.5,9.39535519125683
2009,22.2,1.3000000000000003,20.900000000000002,9.609315068493151
2010,72.1,2.6,69.49999999999999,9.435068493150686
2011,33.4,3.9000000000000004,29.500000000000004,9.213698630136987
2012,58.5,14.9,43.6,8.535245901639344
2013,63.6,2.8000000000000003,60.800000000000004,9.274520547945205
2014,54.8,15.799999999999997,39.00000000000001,8.327397260273973
2015,88.9,8.200000000000001,80.7,9.33123287671233
2016,154.5,4.3,150.2,10.0775956284153
2017,68.8,3.0999999999999996,65.69999999999999,10.333424657534247
2018,69.4,1.1,68.3,9.180821917808219
2019,84.4,0.1,84.3,10.123287671232877
