year,total_precipitation,total_snow,total_rain,avg_temperature
1980,592.7,20.8,571.9000000000001,9.070218579234972
1981,637.3,41.099999999999994,596.2000000000002,9.061369863013699
1982,490.3,39.60000000000001,450.70000000000005,9.134246575342466
1983,822.1999999999999,26.399999999999995,795.8000000000001,8.600547945205479
1984,703.8000000000001,48.7,655.1000000000001,8.172677595628414
1985,536.5,40.599999999999994,495.9,8.804383561643835
1986,448.6,51.20000000000001,397.40000000000003,9.03890410958904
1987,548.6,58.199999999999996,490.4,9.853698630136986
1988,796.9,83.7,713.1999999999999,8.789344262295081
1989,556.3,88.0,468.29999999999995,8.668219178082191
1990,673.1,57.3,615.8,9.387397260273973
1991,412.1,52.1,360.0,9.374246575342465
1992,557.9,47.9,510.0,8.908469945355192
1993,573.3,62.199999999999996,511.09999999999997,8.598630136986301
1994,479.0,103.89999999999999,375.09999999999997,9.728493150684931
1995,296.0,13.2,282.8,9.901095890410959
1996,698.1,86.39999999999999,611.7,8.91311475409836
1997,422.2,40.7,381.5,9.819178082191781
1998,655.1,39.099999999999994,616.0,10.216164383561644
1999,507.09999999999997,17.2,489.9,10.147397260273973
2000,557.1,58.400000000000006,498.7,9.784699453551912
2001,509.4,45.8,463.6,9.82027397260274
2002,562.1,45.7,516.4,9.802739726027397
2003,954.3000000000001,70.69999999999999,883.6,9.22986301369863
2004,498.7,32.7,466.00000000000006,9.80136612021858
2005,509.0,14.799999999999999,494.20000000000005,9.639178082191782
2006,539.3,48.6,490.69999999999993,10.412602739726028
2007,607.6,62.0,545.6000000000001,9.955616438356165
2008,539.2,43.2,496.00000000000006,9.054371584699453
2009,503.1,69.10000000000001,433.99999999999994,9.896712328767125
2010,657.5,45.2,612.3,9.946301369863013
2011,720.3,63.10000000000001,657.2,9.206849315068494
2012,457.9,28.0,429.90000000000003,9.09945355191257
2013,585.8,21.400000000000006,564.4,10.627671232876713
2014,701.3,35.800000000000004,665.5000000000001,9.897260273972602
2015,693.4,44.199999999999996,649.1999999999999,10.131232876712328
2016,477.3,22.800000000000004,454.50000000000006,10.81912568306011
2017,736.15,68.4,667.75,10.644657534246576
2018,710.4333333333333,64.80000000000001,645.6333333333334,10.444840182648402
2019,782.7333333333333,32.599999999999994,750.1333333333333,10.414703196347032
