year,total_precipitation,total_snow,total_rain,avg_temperature
1980,36.300000000000004,0.0,36.300000000000004,9.97704918032787
1981,52.5,0.2,52.3,9.292602739726028
1982,14.200000000000001,0.0,14.2,10.21178082191781
1983,48.3,0.0,48.300000000000004,9.747945205479452
1984,44.7,0.0,44.699999999999996,8.105737704918033
1985,4.8,1.1,3.7,9.048493150684932
1986,23.7,0.0,23.700000000000003,9.389771689497717
1987,43.800000000000004,0.7,43.1,9.371780821917808
1988,66.0,0.0,66.0,9.16311475409836
1989,36.300000000000004,1.0,35.300000000000004,10.02958904109589
1990,99.10000000000001,0.0,99.10000000000001,10.147397260273973
1991,67.1,0.0,67.1,10.184657534246575
1992,23.6,0.30000000000000004,23.300000000000004,9.233333333333334
1993,39.6,0.0,39.60000000000001,9.296438356164384
1994,33.2,0.4,32.8,9.898356164383562
1995,56.8,0.0,56.80000000000001,9.685479452054794
1996,34.4,1.0,33.4,9.192622950819672
1997,15.5,0.0,15.5,10.76876712328767
1998,44.4,1.0,43.400000000000006,10.403287671232876
1999,16.7,0.0,16.7,12.676164383561645
2000,25.0,1.5,23.499999999999996,12.17568306010929
2001,13.899999999999999,5.999999999999999,7.8999999999999995,12.613698630136986
2002,26.2,0.1,26.100000000000005,12.832328767123288
2003,24.9,0.4,24.5,11.327671232876714
2004,8.0,0.2,7.800000000000001,12.31857923497268
2005,32.699999999999996,0.30000000000000004,32.4,12.24904109589041
2006,18.1,3.9,14.2,12.878356164383563
2007,34.3,0.0,34.3,13.234520547945207
2008,17.0,0.3,16.7,13.106284153005463
2009,10.6,0.0,10.6,12.798356164383561
2010,40.800000000000004,1.6,39.2,12.09068493150685
2011,8.4,0.0,8.4,12.459726027397261
2012,21.9,0.4,21.500000000000004,12.202459016393444
2013,10.1,0.0,10.1,13.02849315068493
2014,16.3,0.0,16.3,12.275890410958903
2015,33.9,2.1,31.799999999999997,12.767945205479453
2016,37.1,1.0,36.10000000000001,13.07486338797814
2017,15.55,0.0,15.549999999999999,13.220958904109589
2018,28.85,1.0333333333333332,27.816666666666666,13.025616438356165
2019,28.85,1.0333333333333332,27.816666666666666,13.025616438356165
