year,total_precipitation,total_snow,total_rain,avg_temperature
1980,41.9,2.6,39.3,8.299726775956284
1981,74.3,3.8,70.49999999999999,7.748493150684931
1982,79.63333333333334,4.833333333333333,74.8,8.558447488584475
1983,44.53333333333334,7.300000000000001,37.233333333333334,7.8631963470319635
1984,50.4,3.3999999999999995,47.0,7.117395264116576
1985,36.2,11.699999999999998,24.5,7.929041095890411
1986,44.199999999999996,6.5,37.699999999999996,8.312054794520549
1987,76.4,6.1000000000000005,70.30000000000001,9.14109589041096
1988,50.9,12.399999999999999,38.50000000000001,8.307923497267758
1989,50.1,4.7,45.39999999999999,8.553698630136987
1990,71.6,16.4,55.199999999999996,8.810684931506849
1991,73.7,4.700000000000001,69.0,8.785479452054794
1992,83.8,8.2,75.6,8.332513661202185
1993,88.1,17.0,71.1,8.033972602739727
1994,51.4,4.3,47.1,8.969041095890411
1995,85.9,4.4,81.49999999999999,8.301917808219178
1996,79.10000000000001,13.4,65.7,8.163387978142078
1997,36.4,6.7,29.700000000000003,9.068219178082192
1998,57.6,11.9,45.699999999999996,9.970958904109589
1999,57.8,11.100000000000001,46.7,9.593150684931507
2000,49.3,5.9,43.400000000000006,8.9275956284153
2001,47.2,7.500000000000001,39.7,9.164657534246576
2002,59.7,5.4,54.300000000000004,9.622465753424658
2003,50.599999999999994,11.9,38.7,8.92931506849315
2004,80.0,6.4,73.60000000000001,9.501912568306011
2005,52.6,15.5,37.1,9.202739726027398
2006,55.7,13.399999999999999,42.300000000000004,9.654794520547945
2007,127.0,2.3000000000000003,124.70000000000002,9.895342465753425
2008,56.4,11.600000000000001,44.8,8.8827868852459
2009,63.9,12.899999999999999,51.00000000000001,9.46931506849315
2010,124.8,35.2,89.6,9.346301369863014
2011,80.1,6.199999999999999,73.89999999999999,8.924657534246576
2012,54.800000000000004,5.6,49.2,8.975956284153005
2013,73.7,3.3999999999999995,70.30000000000001,10.016438356164384
2014,47.4,2.7,44.699999999999996,9.155342465753424
2015,43.5,0.4,43.1,9.657534246575343
2016,100.8,9.1,91.7,9.67568306010929
2017,61.4,1.3,60.10000000000001,9.828082191780823
2018,68.56666666666666,3.166666666666666,65.4,9.724885844748858
2019,68.56666666666666,3.166666666666666,65.4,9.724885844748858
