year,total_precipitation,total_snow,total_rain,avg_temperature
1980,14.1,0.30000000000000004,13.8,12.544535519125684
1981,124.0,1.1,122.90000000000002,11.906849315068493
1982,86.2,1.5000000000000002,84.69999999999999,12.315068493150685
1983,47.8,0.0,47.800000000000004,12.07068493150685
1984,38.1,1.0999999999999999,37.0,11.700546448087431
1985,8.6,3.5,5.1,12.25972602739726
1986,42.7,0.8,41.90000000000001,12.312876712328766
1987,87.8,4.4,83.4,12.296712328767123
1988,87.7,0.6000000000000001,87.1,12.278961748633881
1989,62.9,0.5,62.39999999999999,11.958356164383563
1990,51.4,2.0,49.400000000000006,13.005479452054795
1991,63.3,6.6,56.7,11.817260273972604
1992,78.9,1.0,77.89999999999999,12.025683060109289
1993,137.0,13.1,123.9,12.221643835616437
1994,35.7,8.4,27.299999999999997,12.658904109589042
1995,95.4,5.199999999999999,90.19999999999999,11.818630136986302
1996,116.6,2.1,114.5,11.359016393442621
1997,18.8,0.0,18.8,12.916986301369862
1998,67.2,0.30000000000000004,66.9,12.64904109589041
1999,28.8,0.0,28.8,12.946849315068494
2000,61.1,0.0,61.1,12.729234972677595
2001,29.0,0.4,28.599999999999998,12.93808219178082
2002,93.39999999999999,5.5,87.9,12.857808219178084
2003,121.3,8.1,113.19999999999999,12.428219178082193
2004,40.6,0.1,40.5,13.346174863387978
2005,91.39999999999999,2.6,88.79999999999998,12.46109589041096
2006,69.3,6.1,63.2,12.735342465753424
2007,30.2,0.0,30.200000000000003,13.368493150684932
2008,46.300000000000004,4.1,42.20000000000001,12.462295081967213
2009,32.2,1.2000000000000002,31.0,13.14767123287671
2010,149.2,9.0,140.2,12.52849315068493
2011,66.6,6.499999999999999,60.10000000000001,12.448767123287672
2012,62.199999999999996,5.8999999999999995,56.30000000000001,11.666666666666666
2013,102.9,7.4,95.50000000000001,12.973424657534247
2014,54.0,0.0,54.0,12.206849315068494
2015,56.8,4.3,52.5,13.312876712328766
2016,118.8,7.3999999999999995,111.39999999999999,13.316939890710383
2017,122.25,0.7,121.55,13.012054794520546
2018,99.28333333333333,4.133333333333333,95.14999999999999,13.219269406392696
2019,99.28333333333333,4.133333333333333,95.14999999999999,13.219269406392696
