year,total_precipitation,total_snow,total_rain,avg_temperature
1980,37.7,1.6,36.1,9.055737704918034
1981,57.3,9.2,48.099999999999994,8.495890410958904
1982,71.6,0.30000000000000004,71.29999999999998,9.247671232876712
1983,68.7,1.7999999999999998,66.9,8.528219178082193
1984,39.6,2.5000000000000004,37.1,7.878688524590164
1985,50.5,6.299999999999999,44.2,8.503561643835617
1986,35.0,8.9,26.1,8.516164383561645
1987,57.6,1.9000000000000001,55.699999999999996,9.11972602739726
1988,67.3,7.4,59.9,8.842896174863387
1989,41.1,4.5,36.6,9.067945205479452
1990,41.5,9.0,32.49999999999999,9.261369863013698
1991,33.6,5.1000000000000005,28.5,9.357260273972603
1992,44.3,12.2,32.1,8.466120218579235
1993,63.6,6.1,57.50000000000001,8.671780821917809
1994,35.2,6.6000000000000005,28.600000000000005,9.364383561643836
1995,56.2,4.3999999999999995,51.8,8.638356164383561
1996,74.2,11.600000000000001,62.599999999999994,8.484426229508196
1997,43.8,2.9,40.9,9.596986301369864
1998,51.3,14.0,37.300000000000004,10.133424657534245
1999,58.300000000000004,26.5,31.799999999999997,10.081095890410959
2000,55.9,13.100000000000001,42.8,9.392349726775956
2001,48.1,8.7,39.400000000000006,9.622191780821918
2002,44.1,1.6,42.50000000000001,10.061643835616438
2003,38.7,5.6000000000000005,33.1,9.276986301369863
2004,43.1,11.799999999999999,31.3,9.907650273224043
2005,63.1,14.5,48.60000000000001,9.58931506849315
2006,48.9,11.100000000000001,37.800000000000004,10.106575342465753
2007,70.2,0.4,69.8,10.246027397260274
2008,22.4,9.3,13.1,9.642349726775956
2009,19.0,6.3999999999999995,12.599999999999998,9.766849315068493
2010,32.7,8.4,24.299999999999997,9.606849315068493
2011,32.4,2.8000000000000003,29.6,9.741917808219178
2012,62.8,9.1,53.7,9.085245901639343
2013,61.7,16.8,44.9,10.075616438356164
2014,40.3,5.000000000000001,35.300000000000004,9.390958904109588
2015,63.5,10.5,53.00000000000001,10.173698630136986
2016,120.9,4.3,116.60000000000002,10.318852459016393
2017,59.4,2.0,57.4,10.299726027397261
2018,81.26666666666667,5.766666666666666,75.49999999999999,10.268310502283105
2019,81.26666666666667,5.766666666666666,75.49999999999999,10.268310502283105
