station_id,year,winter_snow,winter_temp,spring_temp,temp_diff,PSI,sid,region
53798.0,2013,27.7,-1.4311111111111112,15.595652173913043,17.026763285024156,471.6413429951691,53798,西北地区
53798.0,2014,14.2,1.7699999999999998,17.90326086956522,16.13326086956522,229.09230434782611,53798,西北地区
53798.0,2015,7.2,1.948888888888889,15.882608695652172,13.933719806763282,100.32278260869563,53798,西北地区
53798.0,2016,2.5999999999999996,0.8472527472527474,16.38913043478261,15.541877687529864,40.40888198757764,53798,西北地区
53798.0,2017,20.599999999999998,1.57,16.836956521739133,15.266956521739132,314.49930434782607,53798,西北地区
53798.0,2018,3.2,0.6811111111111111,16.369565217391308,15.688454106280197,50.203053140096635,53798,西北地区
53798.0,2019,6.7,0.22203389830508477,16.856521739130436,16.63448784082535,111.45106853352985,53798,西北地区
53853,1980,4.4,-5.808333333333334,9.157608695652174,14.965942028985507,65.85014492753623,53853,西北地区
53853,1981,4.2,-4.732222222222221,11.767391304347827,16.499613526570048,69.29837681159421,53853,西北地区
53853,1982,11.5,-3.806666666666666,11.331521739130435,15.138188405797102,174.08916666666667,53853,西北地区
53853,1983,1.6,-5.0744444444444445,10.089130434782607,15.163574879227053,24.261719806763285,53853,西北地区
53853,1984,3.0,-5.536263736263736,10.266304347826086,15.802568084089822,47.40770425226947,53853,西北地区
53853,1985,29.700000000000003,-5.813333333333333,10.446739130434782,16.260072463768115,482.92415217391306,53853,西北地区
53853,1986,2.6,-5.244444444444444,10.768478260869564,16.012922705314008,41.633599033816424,53853,西北地区
53853,1987,14.9,-2.5444444444444443,11.034782608695652,13.579227053140096,202.33048309178744,53853,西北地区
53853,1988,9.899999999999999,-4.507692307692308,9.546739130434782,14.05443143812709,139.13887123745818,53853,西北地区
53853,1989,22.700000000000003,-4.076666666666667,10.814130434782609,14.890797101449277,338.0210942028986,53853,西北地区
53853,1990,41.800000000000004,-3.043333333333333,10.414130434782608,13.457463768115941,562.5219855072464,53853,西北地区
53853,1991,8.4,-3.104444444444445,10.26195652173913,13.366400966183575,112.27776811594202,53853,西北地区
53853,1992,8.399999999999999,-4.21978021978022,11.029347826086957,15.249128045867177,128.09267558528427,53853,西北地区
53853,1993,11.1,-4.002222222222223,10.778260869565216,14.780483091787438,164.06336231884055,53853,西北地区
53853,1994,6.3,-4.195555555555555,11.115217391304348,15.310772946859903,96.45786956521738,53853,西北地区
53853,1995,16.8,-3.6666666666666665,10.765217391304347,14.431884057971013,242.45565217391302,53853,西北地区
53853,1996,13.0,-5.127472527472528,9.423913043478262,14.551385570950789,189.16801242236025,53853,西北地区
53853,1997,10.5,-3.1922222222222216,12.084782608695651,15.277004830917873,160.40855072463768,53853,西北地区
53853,1998,5.2,-3.5433333333333326,11.753260869565219,15.296594202898552,79.54228985507247,53853,西北地区
53853,1999,0.0,-2.1877777777777774,12.08586956521739,14.273647342995167,0.0,53853,西北地区
53853,2000,19.9,-4.84945054945055,12.470652173913043,17.320102723363593,344.6700441949355,53853,西北地区
53853,2001,28.9,-2.243333333333333,11.759782608695653,14.003115942028987,404.69005072463773,53853,西北地区
53853,2002,10.6,-2.2911111111111113,11.38478260869565,13.675893719806762,144.96447342995168,53853,西北地区
53853,2003,25.300000000000004,-4.192222222222222,10.786956521739128,14.97917874396135,378.9732222222222,53853,西北地区
53853,2004,5.8999999999999995,-3.423076923076923,12.394565217391303,15.817642140468227,93.32408862876252,53853,西北地区
53853,2005,10.5,-4.485555555555555,12.009782608695653,16.49533816425121,173.2010507246377,53853,西北地区
53853,2006,22.200000000000003,-4.249999999999999,11.889130434782608,16.139130434782608,358.28869565217394,53853,西北地区
53853,2007,3.3,-2.4422222222222225,11.630434782608695,14.072657004830917,46.43976811594202,53853,西北地区
53853,2008,28.200000000000003,-5.821978021978022,11.509782608695653,17.331760630673674,488.7556497849977,53853,西北地区
53853,2009,13.0,-3.4466666666666663,11.579347826086956,15.026014492753621,195.33818840579707,53853,西北地区
53853,2010,11.8,-4.021111111111111,9.589130434782607,13.610241545893718,160.60085024154588,53853,西北地区
53853,2011,17.599999999999998,-5.57,10.003260869565219,15.57326086956522,274.0893913043478,53853,西北地区
53853,2012,6.1000000000000005,-5.271428571428571,11.318478260869565,16.589906832298137,101.19843167701865,53853,西北地区
53853,2013,17.099999999999998,-3.812222222222223,12.48695652173913,16.299178743961352,278.7159565217391,53853,西北地区
53853,2014,23.799999999999997,-3.552222222222223,11.418478260869565,14.970700483091788,356.3026714975845,53853,西北地区
53853,2015,19.700000000000003,-3.8544444444444435,11.343478260869563,15.197922705314006,299.399077294686,53853,西北地区
53853,2016,10.700000000000001,-4.44945054945055,11.257608695652172,15.707059245102721,168.06553392259914,53853,西北地区
53853,2017,21.7,-1.8111111111111111,11.129347826086956,12.940458937198068,280.80795893719807,53853,西北地区
53853,2018,11.9,-4.932222222222222,13.328260869565215,18.260483091787435,217.2997487922705,53853,西北地区
53853,2019,3.5000000000000004,-3.522033898305085,11.988043478260874,15.51007737656596,54.285270817980866,53853,西北地区
53863.0,1980,4.3,-3.931666666666667,11.39782608695652,15.329492753623187,65.91681884057971,53863,西北地区
53863.0,1981,3.9,-2.8033333333333332,12.84673913043478,15.650072463768113,61.03528260869564,53863,西北地区
53863.0,1982,13.700000000000003,-2.4777777777777774,13.066304347826089,15.544082125603866,212.95392512077302,53863,西北地区
53863.0,1983,0.8,-3.3099999999999996,11.555434782608694,14.865434782608695,11.892347826086956,53863,西北地区
53863.0,1984,2.5,-3.9494505494505496,11.206521739130435,15.155972288580985,37.889930721452465,53863,西北地区
53863.0,1985,20.3,-4.018888888888889,11.501086956521737,15.519975845410627,315.05550966183574,53863,西北地区
53863.0,1986,3.1,-3.2922222222222217,11.977173913043476,15.269396135265698,47.33512801932366,53863,西北地区
53863.0,1987,19.6,-1.102222222222222,12.358695652173912,13.460917874396134,263.83399033816426,53863,西北地区
53863.0,1988,3.6,-2.5956043956043957,10.995652173913044,13.591256569517439,48.92852365026278,53863,西北地区
53863.0,1989,20.1,-2.7577777777777777,11.741304347826087,14.499082125603865,291.4315507246377,53863,西北地区
53863.0,1990,38.0,-2.3322222222222218,10.879347826086956,13.211570048309177,502.03966183574875,53863,西北地区
53863.0,1991,5.3,-1.8144444444444445,10.734782608695653,12.549227053140097,66.5109033816425,53863,西北地区
53863.0,1992,7.5,-2.802197802197802,12.005434782608695,14.807632584806498,111.05724438604874,53863,西北地区
53863.0,1993,5.799999999999999,-2.3711111111111114,11.924999999999999,14.29611111111111,82.91744444444441,53863,西北地区
53863.0,1994,2.3,-2.0955555555555554,12.252173913043478,14.347729468599034,32.99977777777778,53863,西北地区
53863.0,1995,20.5,-2.0722222222222224,12.11413043478261,14.186352657004832,290.82022946859905,53863,西北地区
53863.0,1996,9.2,-2.792307692307692,10.682608695652172,13.474916387959865,123.96923076923075,53863,西北地区
53863.0,1997,2.0999999999999996,-1.3955555555555554,12.86304347826087,14.258599033816425,29.94305797101449,53863,西北地区
53863.0,1998,10.7,-1.952222222222222,12.773913043478261,14.726135265700483,157.56964734299515,53863,西北地区
53863.0,1999,0.0,-0.24333333333333332,13.253260869565217,13.496594202898551,0.0,53863,西北地区
53863.0,2000,13.099999999999998,-2.986813186813187,13.632608695652172,16.61942188246536,217.7144266602962,53863,西北地区
53863.0,2001,13.7,-0.5444444444444444,13.436956521739129,13.981400966183573,191.54519323671494,53863,西北地区
53863.0,2002,6.999999999999999,-0.16555555555555557,12.976086956521737,13.141642512077292,91.99149758454104,53863,西北地区
53863.0,2003,26.600000000000005,-2.33,12.107608695652175,14.437608695652175,384.0403913043479,53863,西北地区
53863.0,2004,3.8000000000000003,-1.5010989010989007,14.053260869565216,15.554359770664117,59.10656712852365,53863,西北地区
53863.0,2005,10.500000000000002,-3.1333333333333333,13.579347826086961,16.712681159420296,175.48315217391314,53863,西北地区
53863.0,2006,21.8,-2.126666666666667,13.84782608695652,15.974492753623187,348.2439420289855,53863,西北地区
53863.0,2007,7.8,-0.9099999999999997,13.556521739130435,14.466521739130435,112.8388695652174,53863,西北地区
53863.0,2008,23.099999999999994,-3.075824175824176,13.35,16.425824175824175,379.43653846153836,53863,西北地区
