year,total_precipitation,total_snow,total_rain,avg_temperature
1980,711.9,26.900000000000002,685.0,12.330601092896174
1981,679.0,35.800000000000004,643.1999999999999,12.303835616438356
1982,712.6999999999999,42.5,670.1999999999999,12.393972602739726
1983,911.9,6.5,905.3999999999999,12.224109589041097
1984,880.6,26.0,854.5999999999999,11.66639344262295
1985,664.3,17.3,647.0,11.984109589041095
1986,433.0,34.4,398.6,12.578082191780823
1987,718.0,58.0,659.9999999999999,12.691232876712329
1988,552.7,43.400000000000006,509.3,12.602459016393443
1989,787.9,109.7,678.2,12.071780821917807
1990,522.7,48.19999999999999,474.49999999999994,12.758082191780822
1991,467.6,50.0,417.6,12.372876712328768
1992,715.2,43.9,671.3,12.144535519125682
1993,636.9,38.9,598.0,11.921643835616438
1994,629.7,32.6,597.1,12.947123287671232
1995,509.1,2.6999999999999997,506.40000000000003,13.125205479452054
1996,655.8000000000001,41.7,614.1,12.153825136612022
1997,479.4,19.8,459.59999999999997,12.736164383561643
1998,823.8,49.400000000000006,774.3999999999999,13.341095890410958
1999,440.0,31.700000000000003,408.30000000000007,13.365753424657534
2000,606.3000000000001,20.9,585.4,12.919398907103826
2001,520.3,46.5,473.8,12.806849315068494
2002,568.3,32.1,536.2,13.193698630136986
2003,903.8,54.300000000000004,849.5,12.375890410958904
2004,518.4,13.4,505.0,13.111202185792349
2005,735.6,11.7,723.9000000000001,12.723561643835618
2006,650.5,41.0,609.5000000000001,13.598630136986301
2007,648.3,13.100000000000001,635.1999999999999,13.152328767123288
2008,554.7,21.8,532.9,12.369945355191255
2009,757.3,65.79999999999998,691.4999999999999,12.57945205479452
2010,722.6,18.7,703.9,12.453698630136987
2011,819.9,30.700000000000003,789.2000000000002,12.457534246575342
2012,390.3,24.5,365.79999999999995,12.577868852459016
2013,557.5,12.7,544.8,13.720273972602739
2014,641.4666666666667,21.8,619.6666666666666,13.436712328767122
2015,706.1,28.3,677.8000000000002,12.908219178082192
2016,664.5,37.1,627.4,13.542896174863387
2017,681.0,37.1,643.9000000000001,13.24123287671233
2018,683.8666666666667,30.733333333333334,653.1333333333333,13.238767123287671
2019,683.8666666666667,30.733333333333334,653.1333333333333,13.238767123287671
