year,total_precipitation,total_snow,total_rain,avg_temperature
1980,585.4,20.8,564.6,13.958743169398906
1981,473.4,17.900000000000002,455.5,14.375616438356165
1982,629.4,23.4,606.0000000000001,14.46958904109589
1983,990.6,8.3,982.3,14.28027397260274
1984,877.4,29.499999999999996,843.0999999999999,13.507650273224044
1985,727.0,30.200000000000003,696.8000000000001,13.683013698630138
1986,384.9,24.2,360.7,14.28876712328767
1987,586.6,46.9,539.6999999999999,14.492876712328766
1988,443.6,22.200000000000003,421.40000000000003,14.311475409836065
1989,533.5,135.0,398.5,14.128767123287671
1990,800.4,64.7,735.7,14.323013698630136
1991,466.3,69.1,397.2,13.923013698630136
1992,679.1,32.6,646.4999999999999,14.060928961748635
1993,559.0,45.199999999999996,513.8,14.004383561643836
1994,718.9,39.9,679.0,15.132602739726027
1995,548.6,1.0,547.6000000000001,14.863287671232877
1996,628.3,18.7,609.6000000000001,14.26775956284153
1997,380.6,11.599999999999998,368.99999999999994,14.986575342465754
1998,781.8,66.1,715.6999999999999,15.483013698630138
1999,616.9,13.2,603.7,15.559999999999999
2000,637.1,43.7,593.4000000000001,15.009289617486338
2001,401.8,99.7,302.1,15.133698630136987
2002,599.3,38.8,560.5,15.616986301369863
2003,953.9,50.8,903.1000000000003,14.558356164383563
2004,767.4,26.900000000000002,740.5000000000001,15.510109289617485
2005,728.8,10.6,718.2,14.997808219178081
2006,692.6,64.6,627.9999999999998,15.879999999999999
2007,596.4,2.3,594.1,15.984383561643837
2008,658.1999999999999,22.6,635.5999999999999,15.665300546448087
2009,762.5,60.3,702.2,15.598904109589043
2010,600.3,9.9,590.4,15.653424657534247
2011,706.5,30.7,675.8000000000002,15.194794520547946
2012,498.7,11.1,487.6,15.494535519125684
2013,353.2,13.2,339.99999999999994,16.125479452054794
2014,551.6,23.4,528.2,16.394794520547947
2015,689.1,42.9,646.2000000000002,15.929041095890412
2016,833.0,34.4,798.6,16.454371584699455
2017,598.8,8.6,590.1999999999999,16.798904109589042
2018,609.5,16.7,592.8,16.557534246575344
2019,614.9,25.2,589.7000000000002,16.58821917808219
