year,total_precipitation,total_snow,total_rain,avg_temperature
1980,333.1,9.6,323.50000000000006,9.597267759562842
1981,341.7,6.3,335.40000000000003,9.72931506849315
1982,446.4,23.600000000000005,422.8,10.315616438356164
1983,499.0,4.8,494.2,9.75068493150685
1984,345.6,20.299999999999997,325.29999999999995,8.964754098360656
1985,542.5,9.0,533.5000000000001,9.466027397260273
1986,257.7,14.5,243.2,9.61041095890411
1987,406.73333333333335,50.10000000000001,356.6333333333333,10.169589041095891
1988,580.7,5.6,575.1,9.846448087431694
1989,419.0,31.200000000000003,387.79999999999995,10.101917808219177
1990,469.2,52.6,416.59999999999997,10.262465753424658
1991,441.9,74.19999999999999,367.70000000000005,10.01041095890411
1992,388.5,21.9,366.6,9.84672131147541
1993,386.0,32.5,353.5,9.44821917808219
1994,429.4,54.7,374.70000000000005,10.590958904109588
1995,489.2,1.2,488.0,10.243287671232878
1996,652.0,14.200000000000001,637.8,9.79398907103825
1997,247.8,2.3000000000000003,245.5,10.915068493150685
1998,372.90000000000003,12.4,360.50000000000006,11.538630136986303
1999,348.3,1.3,347.00000000000006,11.676986301369864
2000,419.3,18.899999999999995,400.4,10.75327868852459
2001,298.0,15.8,282.19999999999993,11.065479452054795
2002,420.1,23.800000000000004,396.29999999999995,11.087945205479452
2003,526.3,51.4,474.9,10.246575342465754
2004,377.2,17.200000000000003,360.00000000000006,10.898907103825136
2005,274.7,5.8,268.9,10.998904109589041
2006,424.8,34.5,390.3,11.832054794520548
2007,535.4,17.5,517.9000000000001,11.456986301369863
2008,355.3,6.4,348.90000000000003,10.946174863387979
2009,625.1,64.6,560.5000000000001,11.142465753424657
2010,376.6,14.400000000000002,362.2,11.327671232876714
2011,496.6,26.799999999999997,469.8,10.7986301369863
2012,427.8,13.9,413.90000000000003,10.695628415300547
2013,487.3,22.3,465.0,11.224383561643835
2014,428.7,8.2,420.50000000000006,11.00849315068493
2015,403.6,46.60000000000001,357.00000000000006,11.388493150684932
2016,528.4,17.4,511.0,11.219398907103825
2017,521.1999999999999,13.6,507.59999999999997,11.527397260273972
2018,365.3666666666667,8.7,356.6666666666667,11.404383561643836
2019,312.6,4.3,308.2999999999999,11.70794520547945
