year,total_precipitation,total_snow,total_rain,avg_temperature
1980,752.8000000000001,16.200000000000003,736.6,12.783333333333333
1981,578.0,17.2,560.8000000000001,13.628858447488586
1982,910.3,25.0,885.3,13.875068493150684
1983,607.4,22.599999999999998,584.8000000000001,13.816438356164383
1984,805.5,4.9,800.6,12.757377049180327
1985,1052.2,33.6,1018.5999999999999,12.868767123287672
1986,696.1,22.7,673.4000000000001,13.140821917808218
1987,829.0,77.7,751.3000000000002,13.575890410958904
1988,452.1,9.1,443.0,13.59344262295082
1989,525.6,29.300000000000004,496.3,13.884657534246575
1990,1050.5,14.0,1036.4999999999998,14.001369863013698
1991,1000.3,61.900000000000006,938.3999999999999,13.338904109589041
1992,685.3,38.3,647.0,13.53688524590164
1993,952.8000000000001,49.6,903.2000000000002,13.42054794520548
1994,940.9,23.5,917.4,14.606575342465753
1995,793.3,4.9,788.4,13.872876712328768
1996,756.6,12.399999999999999,744.1999999999999,13.38551912568306
1997,761.3,5.9,755.4000000000001,14.295890410958904
1998,1004.2,17.0,987.2000000000002,14.52958904109589
1999,580.8,0.0,580.8,14.425205479452055
2000,774.4,31.699999999999996,742.7,14.20792349726776
2001,823.4,57.900000000000006,765.5000000000001,14.295616438356163
2002,407.0,11.2,395.80000000000007,14.81013698630137
2003,1180.2,25.7,1154.5,13.58958904109589
2004,951.4,16.2,935.2,14.64808743169399
2005,1050.1,33.5,1016.2999999999998,13.881369863013699
2006,739.0,18.8,720.1999999999999,14.962465753424658
2007,856.6,2.3,854.3,14.806027397260273
2008,933.5,22.0,911.4999999999999,13.98551912568306
2009,1004.8,14.600000000000001,990.1999999999999,14.283287671232875
2010,672.8,20.300000000000004,652.4999999999999,13.981095890410959
2011,708.7,28.1,680.5999999999999,13.893424657534247
2012,943.2,41.00000000000001,902.1999999999999,14.013661202185792
2013,774.7,18.4,756.2999999999998,14.36
2014,533.6,27.000000000000004,506.59999999999997,14.888493150684932
2015,726.8,40.0,686.8,14.704109589041096
2016,750.8,11.0,739.8,14.967213114754099
2017,766.4,31.4,734.9999999999999,15.27780821917808
2018,733.3,22.900000000000002,710.4,15.218082191780823
2019,942.8,18.1,924.7,15.343835616438357
