year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,10.8000,9.0600,41.3000,2.3629
1981,0.3000,10.6800,61.8000,0.0518
1982,3.8000,10.3800,52.6000,0.7487
1983,2.7000,9.5600,82.2000,0.3136
1984,8.4000,9.8300,114.7000,0.7194
1985,0.2000,9.5600,114.1000,0.0167
1986,17.5000,10.0300,104.8000,1.6726
1987,2.0000,10.6300,107.1000,0.1984
1988,4.3000,9.2000,166.5000,0.2375
1989,13.2000,10.4300,66.7000,2.0615
1990,7.3000,10.2600,113.7000,0.6579
1991,7.8000,10.1600,41.7000,1.8960
1992,8.4000,10.8300,154.1000,0.5901
1993,5.1000,10.6200,62.6000,0.8637
1994,4.6000,11.0200,92.1000,0.5501
1995,2.3000,9.5000,168.6000,0.1295
1996,7.7000,9.0600,115.0000,0.6062
1997,1.3000,11.8000,70.9000,0.2161
1998,2.8000,11.5800,74.3000,0.4357
1999,1.9000,11.6800,68.5000,0.3235
2000,4.1000,11.1400,108.2000,0.4217
2001,0.7000,10.8900,115.6000,0.0659
2002,8.0000,11.2700,126.7000,0.7110
2003,5.5000,11.0500,66.6000,0.9114
2004,1.6000,12.0400,164.2000,0.1173
2005,1.1000,11.4200,26.5000,0.4724
2006,3.9000,11.4200,234.6000,0.1897
2007,19.2000,11.2500,112.3000,1.9219
2008,9.9000,12.3400,126.3000,0.9662
2009,0.6000,12.2600,102.8000,0.0715
2010,7.9000,9.8300,71.1000,1.0901
2011,0.1000,9.9900,63.1000,0.0158
2012,7.0000,10.5000,145.5000,0.5048
2013,9.6000,12.6800,76.8000,1.5833
2014,3.5300,11.9600,101.7000,0.4150
2015,4.8000,11.4000,25.1000,2.1716
2016,5.4000,11.7700,163.9000,0.3875
2017,13.6000,11.6800,122.9000,1.2919
2018,2.9000,13.7700,185.1000,0.2155
2019,1.0000,11.9000,88.3000,0.1347
