year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,17.6000,8.6900,288.1000,0.5306
1981,30.2000,10.9900,191.4000,1.7332
1982,4.2000,10.6000,257.8000,0.1726
1983,13.3000,10.7100,299.7000,0.4752
1984,28.6000,9.1700,401.5000,0.6531
1985,6.7000,8.8600,226.6000,0.2620
1986,18.6000,10.2900,295.6000,0.6471
1987,28.8000,9.0200,260.3000,0.9980
1988,7.3000,8.9000,210.7000,0.3084
1989,4.4000,11.8700,322.0000,0.1622
1990,36.7000,10.0800,433.3000,0.8535
1991,9.9000,9.0000,375.6000,0.2372
1992,5.8000,9.9800,178.8000,0.3234
1993,8.0000,10.3000,414.6000,0.1988
1994,4.5000,10.4000,471.9000,0.0991
1995,8.7000,9.2200,388.5000,0.2065
1996,3.8000,10.1200,427.3000,0.0900
1997,21.2000,10.6100,251.7000,0.8936
1998,4.9000,12.2400,287.1000,0.2088
1999,9.6000,9.7600,239.5000,0.3911
2000,10.6000,10.7100,174.7000,0.6493
2001,4.6000,11.3700,399.4000,0.1309
2002,2.7000,12.1900,365.3000,0.0901
2003,16.2000,11.0300,255.1000,0.7002
2004,4.6000,11.3700,271.7000,0.1924
2005,7.3000,9.9100,399.8000,0.1809
2006,5.9000,10.1900,221.6000,0.2712
2007,34.9000,10.1700,321.8000,1.1027
2008,3.3000,11.5300,230.0000,0.1653
2009,18.6000,11.8700,182.8000,1.2072
2010,25.7000,8.0400,237.0000,0.8716
2011,0.0000,10.1800,351.3000,0.0000
2012,16.7000,10.9000,375.6000,0.4843
2013,24.8700,9.4200,230.6000,1.0150
2014,2.0000,11.6700,263.1000,0.0887
2015,33.5000,11.0800,438.9000,0.8455
2016,19.0000,11.4800,333.7000,0.6535
2017,8.3000,11.6900,398.4000,0.2435
2018,14.5000,11.7800,294.4000,0.5801
2019,10.4000,11.6800,341.5000,0.3557
