year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,12.1000,8.5900,322.3000,0.3223
1981,3.2000,9.9000,338.5000,0.0935
1982,18.0000,9.4600,143.9000,1.1821
1983,12.4000,8.4100,127.7000,0.8157
1984,15.8000,9.4300,335.7000,0.4436
1985,5.1000,9.0100,293.5000,0.1565
1986,16.6000,8.6600,253.8000,0.5659
1987,10.4000,9.5500,145.8000,0.6806
1988,35.4000,7.8900,329.4000,0.8472
1989,20.4000,9.1100,214.9000,0.8646
1990,37.0000,9.2400,297.0000,1.1502
1991,24.9000,9.3500,127.5000,1.8252
1992,23.5000,9.6900,329.3000,0.6913
1993,14.9000,9.3900,291.4000,0.4802
1994,17.4000,9.9400,349.4000,0.4948
1995,5.1000,9.3000,353.5000,0.1341
1996,14.2000,8.0500,286.4000,0.3991
1997,10.0000,10.8800,229.6000,0.4734
1998,25.7000,10.1200,230.4000,1.1283
1999,9.6000,10.6300,276.6000,0.3687
2000,8.5000,10.5400,262.0000,0.3419
2001,32.1000,9.4300,244.4000,1.2384
2002,19.2000,9.8200,284.4000,0.6624
2003,13.1000,9.4800,351.2000,0.3534
2004,12.7000,10.8600,203.0000,0.6791
2005,4.7000,10.0300,205.9000,0.2288
2006,19.3000,10.0400,258.3000,0.7497
2007,23.9000,10.3900,270.6000,0.9171
2008,20.5000,10.6000,179.4000,1.2107
2009,20.6000,10.3700,291.5000,0.7329
2010,21.3000,8.7500,188.2000,0.9900
2011,10.9000,8.5600,182.2000,0.5117
2012,8.8000,9.6200,295.3000,0.2865
2013,6.3000,11.2200,433.0000,0.1631
2014,14.7000,9.8500,250.9000,0.5767
2015,26.4000,9.9900,132.6000,1.9866
2016,15.0000,10.0300,232.0000,0.6485
2017,25.5000,9.2000,366.3000,0.6400
2018,6.1000,11.5200,354.6000,0.1981
2019,20.6000,9.5500,249.6000,0.7876
