year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,31.6000,4.5600,103.3000,1.3935
1981,28.3000,7.4500,102.8000,2.0489
1982,34.9000,6.2700,78.5000,2.7824
1983,20.5000,7.4200,76.3000,1.9914
1984,13.7000,5.7400,50.6000,1.5499
1985,19.7000,4.6000,88.0000,1.0293
1986,39.9000,5.6000,76.2000,2.9279
1987,47.5000,5.0500,108.8000,2.2046
1988,41.1000,4.8800,160.4000,1.2500
1989,21.2000,6.2800,47.3000,2.8075
1990,41.8000,6.7100,106.9000,2.6229
1991,34.5000,6.2900,100.3000,2.1611
1992,28.7000,5.7900,207.6000,0.7998
1993,37.8000,5.1500,200.9000,0.9683
1994,39.3000,5.3800,99.5000,2.1230
1995,16.9000,6.7900,91.4000,1.2533
1996,48.2000,4.9300,60.1000,3.9441
1997,18.9000,10.3800,31.2000,6.2654
1998,24.2000,5.0400,150.9000,0.8083
1999,42.1000,5.0700,102.3000,2.0852
2000,21.9000,8.7500,109.4000,1.7504
2001,44.0000,7.9400,134.4000,2.5961
2002,26.8000,6.9300,184.4000,1.0065
2003,41.3000,4.9400,104.8000,1.9467
2004,45.0000,7.8900,131.7000,2.6947
2005,39.6000,8.3700,101.8000,3.2509
2006,30.0000,8.3300,85.0000,2.9375
2007,45.6000,8.1800,204.6000,1.8233
2008,21.1000,10.0100,119.5000,1.7654
2009,43.9000,7.6200,66.9000,4.9961
2010,163.5000,4.7100,115.8000,6.6502
2011,23.3000,6.9100,210.4000,0.7653
2012,36.5000,8.9500,108.0000,3.0227
2013,25.1000,9.4100,180.1000,1.3110
2014,51.0000,7.4100,61.5000,6.1374
2015,34.4000,8.1700,146.8000,1.9139
2016,40.0000,8.7200,218.8000,1.5935
2017,31.0000,7.7200,110.6000,2.1611
2018,46.9000,8.3800,85.2000,4.6096
2019,24.5000,8.6800,107.7000,1.9723
