year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,19.1000,4.7600,221.9000,0.4098
1981,8.9300,4.4200,238.5000,0.1654
1982,71.2000,2.8000,172.2000,1.1584
1983,43.2000,2.4800,310.9000,0.3442
1984,20.7000,3.7600,202.4000,0.3842
1985,8.3000,4.3100,241.8000,0.1480
1986,53.6000,3.4400,228.1000,0.8073
1987,39.3000,3.9300,181.6000,0.8499
1988,35.0000,3.6800,264.5000,0.4863
1989,88.3000,2.8500,346.2000,0.7275
1990,42.8000,3.1700,207.8000,0.6523
1991,19.6000,4.2200,228.5000,0.3617
1992,13.7000,4.3100,224.8000,0.2623
1993,63.7000,3.6300,348.1000,0.6648
1994,31.7000,3.7900,233.6000,0.5140
1995,33.4000,3.6400,219.5000,0.5540
1996,35.7000,4.0100,203.9000,0.7023
1997,37.2000,3.9200,260.2000,0.5608
1998,24.9000,5.6100,216.3000,0.6452
1999,9.0000,4.8900,329.1000,0.1336
2000,11.5000,3.7500,143.5000,0.3006
2001,25.0000,2.9900,204.2000,0.3655
2002,29.1000,4.6100,190.2000,0.7044
2003,26.0000,4.6500,259.3000,0.4659
2004,46.6000,4.5400,255.5000,0.8272
2005,34.5000,3.9600,242.6000,0.5623
2006,24.3000,3.5400,360.5000,0.2384
2007,19.6000,5.0300,307.1000,0.3206
2008,21.5000,4.7400,272.8000,0.3731
2009,33.3000,4.4400,230.6000,0.6414
2010,1.0000,4.7600,260.8000,0.0182
2011,21.0000,3.4900,276.5000,0.2652
2012,65.5000,3.8300,372.1000,0.6745
2013,20.2000,4.5700,180.9000,0.5096
2014,30.0000,4.7000,277.9000,0.5067
2015,35.1000,4.6300,292.2000,0.5564
2016,100.4000,4.7200,374.2000,1.2662
2017,68.4000,3.5100,312.5000,0.7675
2018,34.1000,5.0800,619.4000,0.2794
2019,37.0000,4.1200,343.5000,0.4437
