year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,29.6000,13.8600,818.4000,0.5012
1981,70.6000,15.8500,261.3000,4.2800
1982,29.1000,15.2400,754.3000,0.5877
1983,20.1000,15.3600,769.5000,0.4013
1984,56.0000,14.4800,584.3000,1.3873
1985,61.4000,14.5900,392.3000,2.2828
1986,38.5000,15.7500,424.9000,1.4264
1987,49.7000,14.5100,725.5000,0.9936
1988,89.3000,14.5400,345.3000,3.7598
1989,96.7000,14.9100,514.3000,2.8034
1990,51.4000,15.5300,536.3000,1.4885
1991,116.3000,13.6200,948.7000,1.6693
1992,80.3000,15.3500,269.5000,4.5710
1993,88.2000,15.1500,358.9000,3.7216
1994,70.5000,16.7300,255.7000,4.6104
1995,18.5000,15.9900,531.7000,0.5561
1996,45.6000,14.7800,580.0000,1.1617
1997,21.4000,16.9800,327.4000,1.1098
1998,52.5000,16.0800,572.0000,1.4755
1999,10.6000,15.9200,184.0000,0.9164
2000,54.7000,18.0600,434.8000,2.2720
2001,98.8000,17.3600,184.0000,9.3152
2002,78.5000,16.0900,764.9000,1.6514
2003,69.8000,15.2800,818.8000,1.3025
2004,37.5000,16.6200,596.0000,1.0458
2005,59.4000,16.5800,869.2000,1.1332
2006,58.1000,16.9000,459.8000,2.1347
2007,5.0000,17.1800,779.7000,0.1101
2008,105.2000,17.2700,518.5000,3.5039
2009,38.3000,15.8700,419.5000,1.4486
2010,74.3000,14.5600,609.4000,1.7751
2011,24.7000,16.2700,326.6000,1.2298
2012,32.4000,16.3600,377.4000,1.4038
2013,16.2000,16.9200,294.6000,0.9302
2014,67.1000,17.2000,417.1000,2.7660
2015,38.6000,16.4500,775.8000,0.8185
2016,19.7000,17.0700,371.9000,0.9040
2017,16.1000,17.1100,635.2000,0.4335
2018,113.4000,17.4200,256.5000,7.6964
2019,66.6000,16.9700,399.7000,2.8264
