year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,23.7000,10.9100,203.0000,1.2731
1981,14.5000,13.0800,339.9000,0.5579
1982,7.4000,13.3600,636.9000,0.1552
1983,8.9000,12.9900,314.3000,0.3677
1984,4.6000,11.3100,472.6000,0.1100
1985,10.7000,11.1600,698.6000,0.1709
1986,11.1000,12.8600,542.9000,0.2630
1987,28.4000,11.0300,548.3000,0.5712
1988,4.3000,11.3700,473.5000,0.1032
1989,5.9000,13.3300,419.2000,0.1876
1990,35.7000,12.3200,569.8000,0.7717
1991,18.9000,11.1000,668.7000,0.3137
1992,1.3000,12.2900,453.0000,0.0353
1993,5.3000,12.4400,337.6000,0.1952
1994,9.5000,12.6600,799.2000,0.1505
1995,5.1000,12.2300,328.6000,0.1897
1996,7.0000,12.1500,701.1000,0.1212
1997,10.6000,13.1700,384.3000,0.3631
1998,12.6000,13.5600,441.7000,0.3868
1999,9.4000,12.1300,223.5000,0.5098
2000,13.1000,13.2200,171.5000,1.0091
2001,13.6000,13.8100,521.8000,0.3599
2002,9.8000,14.4500,368.9000,0.3838
2003,10.5000,13.4000,222.5000,0.6319
2004,4.6000,13.6500,472.3000,0.1329
2005,7.7000,12.6900,417.8000,0.2339
2006,5.1000,12.9300,461.2000,0.1430
2007,22.0000,13.3400,321.3000,0.9134
2008,1.9000,13.5900,430.1000,0.0600
2009,10.7000,13.7900,406.7000,0.3627
2010,28.2000,10.9400,289.5000,1.0655
2011,7.4000,13.0300,477.6000,0.2018
2012,22.2000,13.2100,523.8000,0.5597
2013,12.4000,11.8100,480.6000,0.3048
2014,2.4000,14.5300,394.4000,0.0884
2015,9.1000,13.7700,370.3000,0.3382
2016,10.1000,13.9800,410.2000,0.3443
2017,4.7000,14.7500,627.3000,0.1105
2018,12.2000,14.0800,539.9000,0.3180
2019,12.0000,13.8600,349.3000,0.4762
