year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,19.4000,4.1800,179.1000,0.4525
1981,38.6000,7.2200,202.3000,1.3779
1982,5.0000,6.0800,213.8000,0.1422
1983,19.5000,6.9100,436.4000,0.3086
1984,3.2000,4.6900,273.7000,0.0548
1985,13.6000,5.1200,398.4000,0.1748
1986,10.7000,6.2800,258.7000,0.2597
1987,22.3000,4.9500,294.4000,0.3746
1988,14.0000,4.6900,117.4000,0.5594
1989,11.4000,7.2900,147.9000,0.5612
1990,26.9000,6.6000,322.5000,0.5507
1991,17.0000,5.1500,340.6000,0.2568
1992,11.7000,6.1400,339.8000,0.2114
1993,45.3000,6.1300,458.5000,0.6056
1994,10.5000,6.3800,239.3000,0.2798
1995,11.0000,5.1200,277.4000,0.2028
1996,25.1000,6.1200,291.4000,0.5269
1997,20.2000,6.5000,246.6000,0.5320
1998,10.6000,8.7200,392.8000,0.2354
1999,22.7000,5.8200,240.3000,0.5496
2000,6.6000,6.9300,248.9000,0.1837
2001,10.9000,6.7900,234.8000,0.3151
2002,2.8000,8.6500,265.3000,0.0912
2003,8.4000,7.1100,249.9000,0.2389
2004,6.1000,7.0100,314.7000,0.1359
2005,3.8000,6.1400,177.1000,0.1316
2006,7.1000,5.9000,206.8000,0.2025
2007,20.8000,6.5500,195.5000,0.6969
2008,13.8000,7.8900,281.7000,0.3866
2009,6.6000,8.0200,169.3000,0.3126
2010,25.7000,4.1100,121.2000,0.8714
2011,4.4000,6.4200,354.1000,0.0797
2012,10.1000,7.0600,279.4000,0.2552
2013,34.8000,5.3700,212.4000,0.8795
2014,22.3000,7.3000,224.5000,0.7246
2015,43.7000,6.8900,236.8000,1.2716
2016,8.1000,7.7800,169.3000,0.3719
2017,1.2000,7.7200,279.3000,0.0332
2018,17.3000,7.9200,185.2000,0.7394
2019,16.2000,7.7100,187.0000,0.6679
