year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.3000,15.5000,478.7000,0.0744
1981,3.2000,16.7200,402.7000,0.1329
1982,1.3000,15.8600,538.5000,0.0383
1983,0.5000,15.5900,499.5000,0.0156
1984,9.4000,16.0700,404.8000,0.3731
1985,1.2000,15.3400,307.3000,0.0599
1986,11.5000,15.7600,261.6000,0.6924
1987,5.4000,15.2000,602.1000,0.1363
1988,10.8000,15.5200,389.7000,0.4300
1989,20.6000,15.1300,361.7000,0.8612
1990,5.5000,15.6800,409.7000,0.2105
1991,5.1000,14.9700,440.5000,0.1733
1992,19.0000,15.5800,345.0000,0.8579
1993,7.8000,14.7900,329.6000,0.3498
1994,9.5000,16.0200,311.7000,0.4881
1995,1.0000,15.8900,449.4000,0.0354
1996,4.8000,14.8100,473.6000,0.1500
1997,6.1000,16.1500,335.0000,0.2941
1998,1.6000,16.0300,353.2000,0.0726
1999,0.0000,16.4000,155.1000,0.0000
2000,0.6000,18.1000,618.1000,0.0176
2001,0.5000,16.3800,332.9000,0.0246
2002,0.0000,16.0900,252.7000,0.0000
2003,2.2000,15.1500,478.4000,0.0697
2004,7.8000,16.9700,324.7000,0.4076
2005,1.4000,16.1000,543.1000,0.0415
2006,9.5000,15.7400,158.2000,0.9449
2007,0.0000,17.4800,562.2000,0.0000
2008,3.6000,17.5800,573.6000,0.1103
2009,0.5000,16.1100,359.6000,0.0224
2010,8.0000,15.5400,828.6000,0.1501
2011,0.0000,16.3900,380.4000,0.0000
2012,0.0000,16.4200,387.8000,0.0000
2013,1.8000,17.2200,332.5000,0.0932
2014,3.5000,16.9500,333.7000,0.1777
2015,2.7000,16.8500,349.6000,0.1301
2016,0.0000,17.2400,277.0000,0.0000
2017,1.6000,16.8100,289.3500,0.0929
2018,4.6000,17.8100,365.7000,0.2239
2019,0.1000,17.2300,388.2300,0.0044
