year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,8.1000,13.7300,197.6000,0.5624
1981,7.0000,16.1900,364.3000,0.3111
1982,0.8000,16.3900,509.0000,0.0258
1983,0.2000,15.5500,159.5000,0.0195
1984,21.1000,13.9700,403.9000,0.7298
1985,7.7000,13.7800,166.0000,0.6387
1986,3.1000,15.3300,143.1000,0.3319
1987,16.6000,14.4200,331.5000,0.7217
1988,0.6000,14.3900,354.8000,0.0243
1989,35.5000,15.6100,515.6000,1.0747
1990,111.4000,14.4600,227.5000,7.0753
1991,51.3000,13.3600,216.4000,3.1651
1992,15.9000,14.9800,227.1000,1.0485
1993,4.7000,15.1100,399.0000,0.1780
1994,14.3000,15.8400,155.0000,1.4600
1995,2.1000,15.4200,608.3000,0.0532
1996,3.7000,14.6000,610.1000,0.0885
1997,4.7000,15.7100,209.1000,0.3529
1998,14.5000,15.5100,269.9000,0.8329
1999,0.0000,15.4600,152.6000,0.0000
2000,12.4000,16.8300,520.8000,0.4007
2001,33.1000,17.1400,276.0000,2.0554
2002,31.5000,16.4100,186.2000,2.7752
2003,12.5000,15.1500,248.5000,0.7615
2004,13.4000,16.4100,410.1000,0.5362
2005,16.0000,15.8900,258.9000,0.9816
2006,10.3000,16.0600,311.6000,0.5308
2007,17.2000,16.3900,279.1000,1.0095
2008,12.4000,16.8200,305.2000,0.6833
2009,9.2000,16.1000,273.8000,0.5409
2010,18.8000,14.0300,400.9000,0.6578
2011,17.3000,15.8900,358.3000,0.7669
2012,16.5000,16.3900,356.4000,0.7585
2013,17.4000,15.6000,423.8000,0.6402
2014,14.2000,17.9000,189.5000,1.3409
2015,7.2000,15.8800,185.9000,0.6148
2016,6.3000,16.3900,671.8000,0.1537
2017,11.0000,16.8400,354.9000,0.5217
2018,4.1000,16.3700,330.1000,0.2033
2019,7.3000,16.8600,221.9000,0.5543
