year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,27.8000,7.3800,142.6000,1.4374
1981,24.2000,8.9400,267.7000,0.8075
1982,21.6000,7.8700,92.4000,1.8384
1983,32.6000,6.9700,158.3000,1.4335
1984,34.7000,8.0500,211.2000,1.3227
1985,10.0000,7.6700,305.7000,0.2507
1986,15.0000,8.0400,233.0000,0.5177
1987,11.1000,8.4700,103.8000,0.9051
1988,28.4000,6.8800,148.7000,1.3140
1989,41.6000,7.3700,169.9000,1.8031
1990,42.6000,7.9800,280.2000,1.2135
1991,56.0000,7.7300,143.1000,3.0235
1992,20.7000,8.3700,263.7000,0.6568
1993,38.9000,7.9900,210.4000,1.4760
1994,24.0000,9.0900,246.9000,0.8837
1995,14.2000,8.2100,340.0000,0.3428
1996,23.4000,6.9000,357.8000,0.4511
1997,13.4000,9.8300,183.7000,0.7168
1998,30.6000,8.9900,189.8000,1.4492
1999,9.8000,9.1300,183.1000,0.4887
2000,18.8000,9.7900,226.2000,0.8137
2001,17.7000,8.9800,199.0000,0.7979
2002,15.0000,8.7000,259.9000,0.5018
2003,12.5000,8.1900,264.3000,0.3871
2004,18.1000,10.2200,140.4000,1.3165
2005,15.9000,9.7400,181.5000,0.8528
2006,20.4000,9.7800,119.9000,1.6618
2007,27.6000,9.4800,250.5000,1.0444
2008,48.1000,10.5600,88.8000,5.7134
2009,11.4000,9.9300,187.1000,0.6049
2010,14.0000,8.0900,134.9000,0.8389
2011,13.2000,7.9800,171.2000,0.6149
2012,16.0000,8.9100,215.6000,0.6606
2013,9.5000,11.0900,269.1000,0.3913
2014,36.6700,9.4800,228.6000,1.5201
2015,32.8000,9.4600,122.8000,2.5241
2016,23.2000,9.5100,230.8000,0.9557
2017,19.0000,9.0100,366.1000,0.4676
2018,21.1000,11.3700,311.7000,0.7692
2019,12.1000,9.7000,334.4700,0.3507
