year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,10.7000,9.5600,193.9000,0.5273
1981,4.3000,11.6300,152.7000,0.3272
1982,1.5000,12.0200,400.2000,0.0450
1983,11.7700,11.5500,262.0000,0.5187
1984,7.8000,10.0300,187.3000,0.4175
1985,2.4000,9.9000,247.1000,0.0961
1986,7.6000,11.6500,264.8000,0.3341
1987,10.4000,10.6000,262.2000,0.4202
1988,4.7000,10.0800,257.5000,0.1838
1989,6.7000,12.2600,168.4000,0.4874
1990,19.6000,11.1700,252.5000,0.8669
1991,11.2000,10.1000,241.3000,0.4688
1992,2.4000,11.3900,248.1000,0.1101
1993,8.4000,11.4100,109.2000,0.8772
1994,5.6000,12.0900,369.4000,0.1832
1995,9.1000,10.8000,311.6000,0.3152
1996,4.0000,10.6200,289.3000,0.1468
1997,10.2000,12.1100,154.2000,0.8005
1998,11.0000,12.6500,278.1000,0.5002
1999,5.0000,11.6900,170.0000,0.3437
2000,12.1000,12.1400,295.1000,0.4977
2001,8.5000,12.7200,166.5000,0.6488
2002,7.9000,13.0200,172.2000,0.5971
2003,12.7000,11.8900,174.8000,0.8632
2004,10.1000,12.4100,280.7000,0.4465
2005,10.4000,11.4900,198.1000,0.6029
2006,8.8000,11.7200,282.9000,0.3644
2007,18.3000,12.0000,139.0000,1.5784
2008,5.3000,12.0500,270.0000,0.2365
2009,8.8000,12.6200,176.3000,0.6297
2010,26.8000,8.6100,207.6000,1.1105
2011,9.1000,10.5400,194.6000,0.4928
2012,5.6000,12.1000,201.1000,0.3369
2013,10.2000,11.0400,394.3000,0.2854
2014,2.3000,13.3000,165.9000,0.1843
2015,6.4000,12.2600,252.1000,0.3110
2016,8.2000,12.4200,438.4000,0.2322
2017,11.4000,13.3200,291.1000,0.5215
2018,17.5000,13.0100,305.1000,0.7457
2019,9.9000,12.4900,206.1000,0.5998
