year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.4000,9.8200,374.8000,0.2461
1981,14.4000,11.6700,456.7000,0.3678
1982,2.9000,11.4800,395.9000,0.0841
1983,36.0000,11.0800,193.6000,2.0598
1984,18.7000,9.6100,307.9000,0.5836
1985,7.7000,9.6400,684.2000,0.1085
1986,16.7000,11.0000,654.4000,0.2806
1987,20.4000,9.4600,499.1000,0.3866
1988,13.7000,10.0300,595.6000,0.2308
1989,4.2000,12.2000,294.6000,0.1738
1990,28.6000,10.7800,371.1000,0.8307
1991,22.9000,10.0900,384.6000,0.6007
1992,8.4000,11.2500,377.0000,0.2506
1993,1.9000,11.6000,213.6000,0.1031
1994,7.3000,11.2400,553.4000,0.1483
1995,15.1000,10.7400,539.6000,0.3006
1996,2.6000,10.8300,375.9000,0.0749
1997,25.1000,11.7600,344.1000,0.8577
1998,5.8000,12.0100,424.3000,0.1642
1999,5.2000,10.7400,221.6000,0.2519
2000,21.3000,11.9200,270.0000,0.9400
2001,14.7000,12.0700,205.5000,0.8630
2002,3.8000,13.3600,223.7000,0.2268
2003,18.9000,12.3600,473.5000,0.4933
2004,16.3000,12.3400,405.3000,0.4963
2005,22.3000,11.2700,374.6000,0.6708
2006,19.8000,11.2800,318.6000,0.7011
2007,49.1000,11.8500,363.2000,1.6021
2008,6.8000,12.4800,383.9000,0.2210
2009,29.8000,12.9200,216.7000,1.7758
2010,23.3000,10.2500,416.0000,0.5740
2011,21.4000,12.0400,518.5000,0.4968
2012,14.5000,12.1300,755.4000,0.2329
2013,3.6000,10.8700,310.4000,0.1260
2014,22.4000,14.0000,284.0000,1.1035
2015,77.1000,13.0800,283.2000,3.5584
2016,18.3000,13.9000,607.4000,0.4186
2017,24.0000,14.0600,320.5000,1.0527
2018,23.9000,13.4600,557.1000,0.5774
2019,12.8000,14.1000,471.2000,0.3829
