year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,13.6000,9.5900,182.4000,0.7143
1981,2.6000,10.9200,353.7000,0.0802
1982,11.2000,11.1200,186.8000,0.6667
1983,14.4000,9.9400,134.1000,1.0663
1984,8.9000,10.0800,288.9000,0.3106
1985,2.5000,10.0200,154.4000,0.1621
1986,15.2000,9.9700,217.3000,0.6968
1987,10.5000,10.7500,187.6000,0.6016
1988,13.1000,9.1400,338.0000,0.3542
1989,24.5000,10.3400,168.5000,1.5027
1990,31.0000,10.0200,173.5000,1.7884
1991,36.6000,10.3100,130.5000,2.8893
1992,15.1000,10.9200,281.5000,0.5855
1993,8.1000,10.4200,170.8000,0.4936
1994,16.2000,11.1200,295.9000,0.6085
1995,0.7000,10.2300,195.5000,0.0366
1996,5.4000,9.0000,235.4000,0.2063
1997,1.5000,12.0500,206.3000,0.0875
1998,11.0000,11.5600,177.3000,0.7169
1999,20.3000,11.9400,129.3000,1.8735
2000,12.5000,11.6900,152.6000,0.9566
2001,31.3000,11.0900,247.1000,1.4048
2002,16.0000,11.1800,276.2000,0.6477
2003,8.8000,10.7200,208.5000,0.4524
2004,7.6000,12.4600,205.7000,0.4600
2005,8.3000,11.3800,145.9000,0.6467
2006,11.8000,11.8700,144.1000,0.9710
2007,32.5000,11.0100,168.5000,2.1229
2008,19.5000,12.1500,260.1000,0.9107
2009,1.9000,11.8200,198.9000,0.1129
2010,27.1000,9.5600,175.0000,1.4789
2011,6.8000,9.5400,236.0000,0.2748
2012,6.3000,11.0100,258.8000,0.2678
2013,2.0000,12.3600,290.3000,0.0851
2014,14.9000,11.8200,134.0000,1.3139
2015,15.1000,11.6200,122.9000,1.4266
2016,8.5000,11.8000,312.7000,0.3206
2017,22.6000,11.0900,387.9000,0.6460
2018,10.0000,13.4200,307.0000,0.4369
2019,4.3000,11.5400,247.9000,0.2000
