year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,15.8000,-0.9400,309.0000,-0.0482
1981,16.4000,1.3300,414.1000,0.0527
1982,21.4000,1.7600,345.5000,0.1089
1983,73.5000,1.8100,374.6000,0.3559
1984,27.2000,1.0700,537.1000,0.0542
1985,25.4000,1.8700,293.1000,0.1622
1986,28.4000,2.0400,403.8000,0.1436
1987,39.8000,-0.6900,343.8000,-0.0794
1988,38.8000,0.5000,256.4000,0.0751
1989,32.5000,2.8600,222.7000,0.4170
1990,43.4000,4.2300,529.9000,0.3464
1991,34.0000,1.4300,388.2000,0.1256
1992,20.2000,2.4600,270.1000,0.1840
1993,28.4000,2.1700,470.1000,0.1311
1994,38.7000,1.4800,300.3000,0.1909
1995,61.3000,1.1200,278.3000,0.2472
1996,42.4000,2.9500,405.7000,0.3085
1997,26.2000,2.7900,295.8000,0.2474
1998,30.7000,4.7300,355.9000,0.4079
1999,24.9000,0.0400,620.0000,0.0017
2000,42.0000,2.2700,282.7000,0.3367
2001,43.3000,2.5800,212.7000,0.5255
2002,47.2000,4.3800,314.0000,0.6589
2003,12.8000,4.2100,585.5000,0.0921
2004,98.9000,2.1200,217.4000,0.9658
2005,46.4000,1.6700,180.5000,0.4289
2006,34.6000,2.3800,369.9000,0.2221
2007,44.1000,2.5600,180.6000,0.6250
2008,56.6000,5.0900,173.7000,1.6573
2009,76.2000,2.8900,494.7000,0.4446
2010,81.1000,1.0500,351.9000,0.2427
2011,18.9000,2.8200,218.7000,0.2436
2012,32.4000,2.6600,274.6000,0.3138
2013,51.8000,1.6100,536.1000,0.1557
2014,26.7000,4.6900,317.1000,0.3944
2015,57.6000,3.3400,456.8000,0.4207
2016,41.1000,4.1100,312.8000,0.5394
2017,31.9000,4.6900,393.0000,0.3810
2018,23.0000,4.4700,498.2000,0.2064
2019,35.9000,4.5700,452.6000,0.3627
