year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,21.9000,11.9300,345.7000,0.7556
1981,7.8000,14.7700,373.7000,0.3081
1982,11.4000,13.9400,358.7000,0.4429
1983,2.7000,13.5400,590.4000,0.0619
1984,11.7000,14.2000,463.7000,0.3582
1985,12.1000,13.5500,235.5000,0.6961
1986,25.7000,14.2200,295.0000,1.2381
1987,4.0000,13.5500,558.0000,0.0971
1988,20.1000,13.2900,397.3000,0.6723
1989,64.2000,13.2000,352.0000,2.4074
1990,20.1000,13.7300,441.3000,0.6254
1991,15.9000,13.3900,372.7000,0.5709
1992,21.4000,14.1100,363.2000,0.8312
1993,21.0000,13.2100,357.6000,0.7753
1994,26.7000,14.3600,366.0000,1.0471
1995,6.6000,14.4500,272.0000,0.3504
1996,12.6000,12.7300,242.9000,0.6603
1997,9.0000,14.6300,220.0000,0.5984
1998,16.9000,14.5600,557.0000,0.4415
1999,0.2000,14.7200,170.5000,0.0173
2000,8.2000,15.9700,429.4000,0.3050
2001,27.1000,14.6800,403.7000,0.9850
2002,6.2000,14.5900,331.3000,0.2730
2003,27.1000,13.9600,412.2000,0.9178
2004,10.4000,15.0800,211.5000,0.7413
2005,1.3000,15.2300,605.3000,0.0327
2006,13.2000,14.9700,190.8000,1.0353
2007,6.3000,15.5500,500.9000,0.1956
2008,16.0000,15.3200,278.4000,0.8799
2009,5.8000,14.2400,483.7000,0.1707
2010,2.3000,13.5300,480.9000,0.0647
2011,1.7000,14.0300,513.6000,0.0464
2012,4.5000,14.4700,298.8000,0.2179
2013,2.8000,15.2800,180.2000,0.2373
2014,9.7000,14.6500,302.4000,0.4697
2015,4.3000,14.7200,288.8000,0.2191
2016,7.7000,14.9800,341.4000,0.3378
2017,18.6000,14.3300,431.4500,0.6174
2018,16.3000,15.8100,330.4000,0.7795
2019,13.5000,15.4500,371.1000,0.5618
