year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,24.8000,5.2200,194.8000,0.6646
1981,23.7000,7.4300,167.9000,1.0481
1982,10.2000,7.2600,253.4000,0.2922
1983,7.7000,7.3700,315.2000,0.1799
1984,5.7000,5.7300,169.2000,0.1930
1985,19.5000,5.5500,273.6000,0.3957
1986,16.3000,7.1400,374.0000,0.3110
1987,16.4000,6.0300,321.4000,0.3074
1988,16.5000,5.6900,223.1000,0.4207
1989,5.9000,8.1600,194.9000,0.2468
1990,37.5000,7.5500,432.4000,0.6544
1991,23.5000,5.9900,363.7000,0.3872
1992,12.8000,6.7300,344.6000,0.2501
1993,11.0000,6.8600,384.8000,0.1960
1994,39.8000,7.3400,456.4000,0.6401
1995,9.2000,6.2600,285.6000,0.2017
1996,13.7000,6.5500,310.6000,0.2889
1997,23.0000,7.5300,211.9000,0.8173
1998,5.9000,8.6300,381.0000,0.1336
1999,15.9000,6.9500,263.4000,0.4192
2000,10.6000,7.4200,245.2000,0.3205
2001,11.3000,8.0700,306.1000,0.2979
2002,4.6000,8.6600,239.4000,0.1663
2003,15.8000,7.6200,265.1000,0.4540
2004,11.9000,7.6300,257.1000,0.3529
2005,17.5000,6.4400,322.6000,0.3492
2006,5.1000,6.8600,244.0000,0.1434
2007,24.0000,7.2100,209.4000,0.8259
2008,20.9000,7.5700,271.9000,0.5815
2009,7.2000,7.8900,239.4000,0.2372
2010,27.7000,3.9100,211.7000,0.5112
2011,5.4000,5.3700,335.0000,0.0866
2012,14.8000,6.5500,310.6000,0.3121
2013,22.2000,5.6500,314.5000,0.3987
2014,3.3000,7.4600,231.6000,0.1062
2015,34.3000,6.4100,368.8000,0.5957
2016,9.5000,6.9000,323.3000,0.2026
2017,9.0000,7.4800,362.9000,0.1855
2018,5.2000,8.0700,502.2000,0.0836
2019,15.5000,6.6200,232.5300,0.4414
