year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,4.6000,12.6800,7.7000,7.4801
1981,0.5000,14.6500,6.2000,1.1625
1982,0.0000,14.0700,1.0000,0.0000
1983,0.4000,13.1800,18.8000,0.2790
1984,3.5000,12.8500,33.4000,1.3421
1985,2.7000,12.2200,0.2000,109.9467
1986,0.1000,13.3900,8.7000,0.1522
1987,1.8000,13.1500,12.9000,1.8209
1988,1.6000,12.1600,3.8000,4.9891
1989,0.4000,14.0700,10.8000,0.5164
1990,1.1000,13.5700,4.0000,3.6409
1991,0.8000,13.2500,24.1000,0.4379
1992,1.8000,13.7500,19.6000,1.2564
1993,1.5000,13.3300,5.3000,3.7023
1994,1.1000,13.1600,26.4000,0.5462
1995,1.8000,13.2400,25.6000,0.9272
1996,0.9000,12.9200,13.2000,0.8746
1997,0.4000,16.7900,1.0000,6.1071
1998,9.5000,13.3000,7.7000,16.2027
1999,2.1000,12.9000,9.2000,2.9122
2000,0.0000,15.0600,12.6000,0.0000
2001,4.7000,14.4400,3.1000,21.2043
2002,9.5000,13.7200,27.1000,4.7925
2003,3.2000,12.2200,19.5000,1.9949
2004,2.4000,15.2400,9.0000,4.0191
2005,2.1000,15.0900,33.7000,0.9378
2006,5.0000,13.9700,7.2000,9.5704
2007,10.9000,15.1300,9.6000,16.9986
2008,0.0000,15.7300,8.2000,0.0000
2009,0.9000,15.5600,1.5000,8.7512
2010,1.3000,11.4400,9.9000,1.4875
2011,2.9000,13.8900,8.8000,4.5274
2012,0.7000,15.0400,20.3000,0.5160
2013,3.8000,16.2300,4.1000,14.6857
2014,2.1000,14.5400,8.5000,3.5513
2015,0.5000,15.0100,32.6000,0.2296
2016,0.3000,15.1900,11.8000,0.3830
2017,3.3000,15.5000,11.3000,4.4865
2018,4.1000,16.0700,54.7000,1.2024
2019,0.6000,15.3500,5.9000,1.5350
