year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,196.1000,-4.7500,438.8000,-2.1242
1981,147.5000,-3.3300,430.7000,-1.1414
1982,132.4000,-2.9500,513.5000,-0.7602
1983,211.0000,-3.8800,386.3000,-2.1190
1984,110.9000,-4.5000,289.6000,-1.7235
1985,140.9000,-4.4000,415.9000,-1.4892
1986,213.7000,-3.7900,366.6000,-2.2107
1987,169.8000,-3.4200,444.1000,-1.3067
1988,193.1000,-5.4900,779.6000,-1.3589
1989,101.3000,-3.7400,446.5000,-0.8484
1990,225.6000,-4.1500,399.5000,-2.3411
1991,192.7000,-3.6000,309.6000,-2.2393
1992,104.5000,-3.1900,438.5000,-0.7609
1993,104.3000,-3.7800,300.9000,-1.3092
1994,59.3000,-2.8600,473.2000,-0.3584
1995,67.0000,-4.7400,360.2000,-0.8823
1996,59.2000,-5.1100,710.9000,-0.4253
1997,95.4000,-2.4700,118.4000,-1.9873
1998,37.7000,3.0200,310.7000,0.3661
1999,23.4000,3.0800,309.1000,0.2334
2000,78.5000,2.6400,476.5000,0.4347
2001,67.7000,2.6400,304.3000,0.5874
2002,70.4000,2.6300,472.9000,0.3922
2003,74.8000,1.8000,330.0000,0.4076
2004,68.1000,3.1800,442.1000,0.4895
2005,47.4000,2.1000,372.8000,0.2668
2006,44.2000,2.6800,387.3000,0.3063
2007,86.9000,2.3800,381.3000,0.5426
2008,99.8000,2.7100,376.9000,0.7173
2009,36.3000,2.9400,356.5000,0.2993
2010,118.3000,-0.3600,269.8000,-0.1567
2011,41.4000,0.9900,412.9000,0.0993
2012,45.1000,2.8700,357.0000,0.3627
2013,35.1000,3.5600,469.4000,0.2659
2014,69.9000,3.9200,378.0000,0.7248
2015,110.6000,2.7900,406.6000,0.7597
2016,76.9000,3.3800,618.6000,0.4195
2017,122.7000,3.1900,581.5000,0.6728
2018,71.0000,5.1000,680.2000,0.5321
2019,115.2000,3.4400,378.2000,1.0473
