year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,32.3000,2.9500,106.7000,0.8912
1981,39.3000,5.0900,92.3000,2.1631
1982,38.9000,4.0200,56.5000,2.7611
1983,8.7000,4.0500,132.7000,0.2653
1984,25.9000,2.9800,186.4000,0.4135
1985,28.6000,2.7300,56.7000,1.3737
1986,6.1000,4.5400,174.3000,0.1589
1987,13.0000,4.2700,123.1000,0.4504
1988,42.7000,1.9400,142.9000,0.5797
1989,27.8000,4.5100,102.7000,1.2184
1990,42.7000,4.3200,124.8000,1.4760
1991,20.8000,4.8200,96.1000,1.0428
1992,10.8000,4.5200,125.9000,0.3874
1993,37.5000,4.3100,166.8000,0.9676
1994,30.6000,3.7200,84.6000,1.3434
1995,8.3000,4.5500,166.5000,0.2266
1996,20.3000,4.1900,165.6000,0.5131
1997,6.8000,7.6100,95.6000,0.5405
1998,55.1000,4.0000,127.9000,1.7228
1999,20.6000,4.0100,152.7000,0.5409
2000,10.8000,5.7400,132.8000,0.4667
2001,27.9000,5.3000,70.4000,2.0974
2002,34.6000,4.9300,66.4000,2.5642
2003,26.5000,2.3900,155.4000,0.4073
2004,34.7000,6.2900,116.4000,1.8726
2005,21.6000,6.6900,165.7000,0.8722
2006,28.5000,5.5300,113.5000,1.3872
2007,11.3000,6.2300,198.7000,0.3541
2008,43.5000,7.0500,110.0000,2.7837
2009,41.7000,6.3900,85.1000,3.1292
2010,63.5000,2.8300,97.4000,1.8420
2011,21.6000,4.9300,95.7000,1.1109
2012,27.5000,5.8400,142.6000,1.1261
2013,19.0000,7.5600,121.6000,1.1801
2014,48.9000,4.5700,127.3000,1.7531
2015,18.0000,5.5100,189.2000,0.5240
2016,32.3000,6.2500,146.9000,1.3728
2017,38.4000,6.1100,142.0000,1.6502
2018,31.5000,7.3100,176.0700,1.3076
2019,17.6000,6.2500,114.2000,0.9617
