year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,30.1000,3.1000,197.9000,0.4714
1981,24.1000,5.2100,193.5000,0.6489
1982,33.1000,5.4900,226.4000,0.8020
1983,35.3000,5.1800,244.7000,0.7472
1984,20.0000,3.6600,300.3000,0.2439
1985,30.2000,3.0900,292.9000,0.3186
1986,16.1000,4.9200,211.5000,0.3746
1987,15.8000,4.7700,257.8000,0.2919
1988,12.6000,2.9000,355.2000,0.1030
1989,14.6000,5.3800,114.6000,0.6853
1990,21.5000,4.7400,329.7000,0.3089
1991,47.0000,3.5300,251.0000,0.6612
1992,8.5000,4.6900,294.7000,0.1354
1993,27.3000,4.3700,297.2000,0.4013
1994,31.4000,5.2900,365.6000,0.4544
1995,12.7000,3.7400,357.5000,0.1330
1996,20.0000,3.6700,325.9000,0.2252
1997,10.9000,5.3800,146.1000,0.4011
1998,33.4000,6.6200,280.9000,0.7863
1999,15.7000,5.6400,230.1000,0.3845
2000,13.2000,4.9900,194.8000,0.3380
2001,17.0000,5.6200,275.1000,0.3471
2002,33.1000,5.8200,146.6000,1.3143
2003,57.9000,5.0600,228.2000,1.2824
2004,12.5000,5.8100,276.2000,0.2627
2005,26.3000,4.6200,247.7000,0.4898
2006,10.2000,5.1400,175.2000,0.2989
2007,22.8000,5.4200,212.9000,0.5800
2008,20.6000,6.1300,237.9000,0.5306
2009,10.2000,6.5300,133.7000,0.4976
2010,56.4000,2.9400,224.6000,0.7375
2011,10.2000,4.1000,206.4000,0.2024
2012,11.2000,6.0000,191.4000,0.3509
2013,14.3000,5.6000,275.9000,0.2902
2014,7.0000,7.2500,211.8000,0.2394
2015,27.5000,5.9600,133.1000,1.2302
2016,12.3000,6.7200,299.1000,0.2764
2017,23.7000,6.9200,276.3000,0.5929
2018,25.2000,7.9800,321.0000,0.6266
2019,36.3000,6.2700,199.9000,1.1379
