year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,11.2000,14.3500,468.4000,0.3430
1981,9.7000,15.5300,638.1000,0.2361
1982,9.0000,14.6800,402.8000,0.3280
1983,3.0000,14.4700,706.1000,0.0615
1984,9.9000,15.0700,547.9000,0.2722
1985,23.2000,14.3100,248.0000,1.3381
1986,16.5000,14.5700,277.1000,0.8675
1987,1.8000,14.4400,516.3000,0.0503
1988,11.7000,14.2800,367.3000,0.4548
1989,37.6000,14.0600,480.1000,1.1007
1990,14.4000,14.6400,386.8000,0.5449
1991,11.5000,14.2400,374.7000,0.4370
1992,28.0000,14.8100,441.6000,0.9390
1993,15.9000,14.0100,403.6000,0.5518
1994,15.8000,15.0500,303.1000,0.7843
1995,4.0000,15.0700,381.9000,0.1578
1996,7.8000,13.6100,366.6000,0.2895
1997,12.6000,15.2600,285.2000,0.6741
1998,6.5000,15.1100,525.3000,0.1870
1999,1.7000,15.3800,259.2000,0.1009
2000,5.0000,16.6900,648.9000,0.1286
2001,17.5000,15.5300,333.8000,0.8137
2002,4.9000,15.3100,441.9000,0.1697
2003,3.2000,14.4900,602.5000,0.0769
2004,20.4300,15.3800,390.0700,0.8057
2005,1.6000,16.0400,661.5000,0.0388
2006,19.3000,15.6400,121.7000,2.4779
2007,0.0000,16.3400,545.5000,0.0000
2008,5.9000,16.5200,360.7000,0.2702
2009,0.7000,14.9900,626.6000,0.0167
2010,16.0000,14.1500,467.9000,0.4838
2011,0.8000,14.7200,574.2000,0.0205
2012,1.6000,15.3200,434.1000,0.0565
2013,4.5000,16.2200,385.1000,0.1895
2014,7.4000,15.3700,295.5000,0.3847
2015,8.8000,15.4400,379.7000,0.3577
2016,4.6000,15.4900,464.9000,0.1532
2017,23.5000,15.0900,434.0000,0.8170
2018,13.5000,16.3500,443.1000,0.4979
2019,13.0000,15.8800,504.1000,0.4095
