year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,32.6000,8.5700,272.8000,1.0233
1981,41.3000,10.4100,554.7000,0.7747
1982,20.3000,10.1600,457.4000,0.4510
1983,30.3000,10.3700,227.0000,1.3832
1984,32.7000,9.3300,356.9000,0.8546
1985,46.3000,9.0800,801.8000,0.5240
1986,27.1000,9.9100,452.8000,0.5927
1987,64.5000,8.5100,236.9000,2.3171
1988,17.6000,8.8000,427.1000,0.3625
1989,14.6000,11.4300,334.7000,0.4985
1990,61.5000,10.0400,457.6000,1.3486
1991,34.6000,9.5200,450.3000,0.7311
1992,13.0000,10.5000,121.5000,1.1226
1993,19.9000,10.4600,467.4000,0.4454
1994,14.1000,10.3800,600.9000,0.2436
1995,37.1000,9.6100,435.7000,0.8183
1996,6.8000,10.0000,639.8000,0.1063
1997,34.1000,10.7200,387.5000,0.9427
1998,29.2000,11.9300,295.3000,1.1789
1999,35.7000,9.6000,338.1000,1.0134
2000,63.7000,10.6300,271.1000,2.4972
2001,29.6000,10.5200,497.5000,0.6258
2002,22.9000,12.2700,399.4000,0.7032
2003,22.7000,11.3300,297.6000,0.8640
2004,52.1000,11.1000,318.9000,1.8125
2005,13.2000,10.0900,366.9000,0.3629
2006,31.2000,9.5000,313.5000,0.9452
2007,43.2000,10.1100,246.9000,1.7676
2008,4.3000,10.9300,423.1000,0.1111
2009,47.8000,10.5400,245.7000,2.0499
2010,40.0000,7.6900,672.6000,0.4574
2011,1.0000,9.8700,518.4000,0.0190
2012,72.6000,10.1700,552.9000,1.3357
2013,59.4000,8.7800,346.3000,1.5064
2014,13.2000,11.4800,256.1000,0.5917
2015,38.3000,10.5600,340.4000,1.1875
2016,16.5000,11.5400,288.2000,0.6607
2017,18.0000,11.5400,395.4000,0.5253
2018,33.6000,11.0200,422.6000,0.8762
2019,21.6000,11.6700,315.2000,0.7994
