year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,5.6000,4.3100,56.7000,0.4248
1981,12.3000,6.4700,109.4000,0.7266
1982,0.8000,6.1800,60.3000,0.0819
1983,11.7000,5.6700,73.4000,0.9030
1984,3.2000,4.8000,91.4000,0.1680
1985,5.4000,4.0400,85.2000,0.2559
1986,6.2000,6.0800,119.0000,0.3165
1987,8.2000,5.1700,37.1000,1.1393
1988,12.2000,3.6100,155.6000,0.2832
1989,6.4000,6.8900,35.5000,1.2393
1990,2.5000,6.8500,204.1000,0.0838
1991,22.1000,4.4600,83.5000,1.1784
1992,8.3000,6.4500,53.4000,1.0012
1993,2.4000,5.8200,101.5000,0.1374
1994,5.8000,6.9400,105.5000,0.3814
1995,4.7000,4.8000,99.6000,0.2261
1996,5.1000,5.9000,228.2000,0.1319
1997,0.5000,7.4400,104.5000,0.0356
1998,7.2000,8.7000,116.0000,0.5393
1999,5.6000,6.7800,64.1000,0.5918
2000,3.8000,7.0800,54.0000,0.4975
2001,2.9000,6.9800,28.3000,0.7122
2002,3.5000,7.8300,75.9000,0.3606
2003,18.3000,6.5400,111.8000,1.0692
2004,4.3000,7.5000,64.7000,0.4977
2005,2.0000,6.5100,29.6000,0.4387
2006,4.0000,6.4700,73.6000,0.3510
2007,6.8000,7.2700,90.9000,0.5432
2008,18.9000,8.2100,84.9000,1.8247
2009,2.6000,8.7500,93.6000,0.2428
2010,17.8000,4.5900,38.2000,2.1328
2011,5.9000,6.0900,50.4000,0.7120
2012,8.4000,6.2500,133.4000,0.3933
2013,4.8000,7.1000,74.7000,0.4558
2014,0.6000,8.4100,37.5000,0.1341
2015,22.8000,6.9100,55.7000,2.8242
2016,6.1000,7.4300,139.6000,0.3245
2017,14.1000,8.2500,56.7000,2.0485
2018,4.4000,9.8500,181.6000,0.2386
2019,8.2000,7.7800,110.9000,0.5745
