year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,37.1000,7.4600,296.1000,0.9341
1981,31.8000,9.2600,303.2000,0.9711
1982,13.8000,8.7400,98.5000,1.2236
1983,26.1000,8.8900,292.4000,0.7931
1984,26.4000,7.8300,380.4000,0.5433
1985,39.3000,7.6600,679.5000,0.4427
1986,29.9000,8.9200,329.7000,0.8091
1987,22.2000,6.7700,378.3000,0.3970
1988,14.1000,7.9300,375.0000,0.2981
1989,40.8000,9.9300,274.8000,1.4740
1990,21.4000,8.4400,596.4000,0.3028
1991,27.8000,8.2600,348.1000,0.6597
1992,15.2000,9.1000,160.4000,0.8618
1993,17.6000,9.1700,318.0000,0.5075
1994,10.0000,8.9200,483.1000,0.1846
1995,19.1000,8.3200,281.3000,0.5645
1996,13.5000,8.3100,387.3000,0.2897
1997,18.1000,9.6500,298.4000,0.5853
1998,35.5000,8.8200,608.2000,0.5148
1999,17.4000,9.0200,187.7000,0.8354
2000,18.6000,8.9200,235.0000,0.7059
2001,48.9000,9.1400,504.8000,0.8853
2002,16.9000,10.3400,297.5000,0.5869
2003,14.6000,8.7700,376.8000,0.3395
2004,9.5000,8.8700,314.0000,0.2683
2005,64.2000,8.0600,424.6000,1.2185
2006,17.8000,8.1000,487.8000,0.2954
2007,8.7000,9.7000,524.1000,0.1609
2008,15.7000,8.9700,590.8000,0.2382
2009,20.9000,9.5500,390.4000,0.5113
2010,85.8000,6.9600,349.8000,1.7072
2011,19.9000,8.3300,517.9000,0.3199
2012,44.8000,8.8300,500.2000,0.7906
2013,27.5000,7.8800,372.3000,0.5819
2014,22.9000,10.3200,256.9000,0.9196
2015,5.1000,9.4000,314.5000,0.1524
2016,40.5000,9.9700,197.5000,2.0427
2017,41.5000,10.5400,462.8000,0.9453
2018,62.9000,8.7400,360.9000,1.5233
2019,9.9000,10.3600,166.1000,0.6170
