year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,66.9000,3.1800,289.7000,0.7334
1981,61.7000,3.4200,364.3000,0.5797
1982,42.2000,4.6500,254.8000,0.7706
1983,36.6000,4.8600,352.6000,0.5048
1984,46.0000,2.3600,325.8000,0.3331
1985,29.1000,4.2200,249.7000,0.4921
1986,71.9000,3.7100,481.7000,0.5538
1987,46.2000,2.9600,430.5000,0.3179
1988,62.8000,2.7200,353.6000,0.4831
1989,50.3000,4.7000,424.0000,0.5573
1990,121.0000,5.3700,417.2000,1.5576
1991,63.4000,3.8400,301.5000,0.8082
1992,39.5000,4.0000,370.0000,0.4273
1993,27.2000,4.1100,281.3000,0.3974
1994,34.8000,3.4700,302.6000,0.3986
1995,38.1000,3.6500,283.8000,0.4894
1996,37.5000,4.1800,343.6000,0.4565
1997,58.3000,3.9100,234.7000,0.9719
1998,23.0000,7.3300,393.4000,0.4283
1999,67.7000,2.8800,245.7000,0.7934
2000,82.2000,3.9800,286.5000,1.1426
2001,55.8000,4.1500,357.2000,0.6483
2002,85.4000,6.1000,463.1000,1.1249
2003,11.6000,5.8900,247.1000,0.2766
2004,77.7000,4.0000,225.8000,1.3747
2005,83.8000,2.7000,347.5000,0.6517
2006,80.5000,3.3600,362.4000,0.7461
2007,125.6000,2.7500,173.4000,1.9884
2008,57.5000,5.6300,245.7000,1.3181
2009,147.6000,4.7800,389.1000,1.8121
2010,113.6000,1.8600,339.5000,0.6228
2011,40.3000,2.8100,272.7000,0.4156
2012,45.2000,3.7500,368.9000,0.4590
2013,60.9000,2.6500,418.8000,0.3856
2014,49.2000,4.9700,281.2000,0.8701
2015,86.9000,5.2200,546.8000,0.8287
2016,82.1000,5.0500,387.1000,1.0703
2017,53.0000,5.3200,415.8000,0.6776
2018,75.0000,4.8400,539.9000,0.6721
2019,35.4000,5.9500,543.0000,0.3880
