year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,19.6000,13.5500,352.7000,0.7529
1981,14.8000,15.9500,314.2000,0.7512
1982,21.0000,15.7700,395.5000,0.8369
1983,10.5000,15.0500,214.7000,0.7358
1984,31.8000,14.0200,538.6000,0.8277
1985,27.9000,13.6400,152.8000,2.4892
1986,27.2000,15.1200,109.6000,3.7494
1987,26.5000,13.9900,242.3000,1.5292
1988,10.4000,14.2200,215.9000,0.6847
1989,122.2000,14.9000,344.6000,5.2807
1990,61.2000,14.4000,466.8000,1.8872
1991,74.3000,12.7800,317.2000,2.9937
1992,25.9000,14.4700,698.3000,0.5367
1993,16.3000,14.3400,227.7000,1.0263
1994,17.6000,15.6600,517.9000,0.5320
1995,0.0000,14.8100,427.1000,0.0000
1996,22.0000,14.0000,404.7000,0.7611
1997,8.5000,15.2900,131.1000,0.9904
1998,56.1000,14.8500,510.8000,1.6306
1999,10.0000,15.0300,308.3000,0.4874
2000,21.8000,16.4500,393.3000,0.9117
2001,87.2000,16.2700,290.1000,4.8897
2002,36.3000,15.7600,222.3000,2.5725
2003,38.9000,14.7100,558.7000,1.0239
2004,11.8000,16.5200,580.3000,0.3358
2005,10.1000,15.7900,511.1000,0.3119
2006,27.4000,16.3800,376.3000,1.1927
2007,4.1000,16.4500,493.6000,0.1366
2008,15.3000,17.1600,264.9000,0.9908
2009,4.6000,16.1800,347.6000,0.2140
2010,8.6000,14.7300,488.1000,0.2595
2011,29.7000,15.9300,167.7000,2.8198
2012,15.4000,16.6500,295.9000,0.8664
2013,10.9000,16.1000,125.4000,1.3987
2014,22.8000,17.5800,120.3000,3.3294
2015,10.3000,16.0200,310.2000,0.5316
2016,17.2000,17.0500,361.4000,0.8114
2017,18.2000,17.2400,270.4000,1.1600
2018,14.3000,17.2000,296.4000,0.8298
2019,23.4000,17.0200,271.1000,1.4684
