year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,49.9000,13.3600,314.3000,2.1209
1981,22.0000,15.8400,382.0000,0.9119
1982,22.6000,15.1100,672.5000,0.5078
1983,0.4000,14.7500,444.8000,0.0133
1984,26.9000,14.1500,385.8000,0.9861
1985,23.9000,13.5900,187.4000,1.7323
1986,37.6000,15.1400,212.6000,2.6768
1987,33.7000,13.7300,318.8000,1.4505
1988,46.2000,13.9500,333.2000,1.9343
1989,169.7000,14.3100,356.4000,6.8117
1990,48.9000,14.0400,450.4000,1.5237
1991,68.1000,12.5100,272.6000,3.1235
1992,54.4000,14.2300,233.7000,3.3103
1993,16.2000,13.9600,201.2000,1.1235
1994,37.4000,15.9500,516.8000,1.1537
1995,1.7000,15.1900,550.8000,0.0469
1996,22.6000,13.6400,395.0000,0.7803
1997,15.9000,15.1100,187.3000,1.2823
1998,64.6000,14.5800,465.8000,2.0217
1999,40.2000,15.0100,215.7000,2.7959
2000,23.5000,16.9200,756.5000,0.5255
2001,110.7000,15.7100,388.2000,4.4787
2002,47.3000,15.5400,325.9000,2.2554
2003,50.6000,14.3400,474.6000,1.5282
2004,21.5000,16.2100,499.8000,0.6970
2005,17.1000,15.0300,471.4000,0.5450
2006,59.4000,15.7700,307.7000,3.0437
2007,9.0000,16.3900,443.4000,0.3326
2008,33.2000,16.3100,251.3000,2.1533
2009,13.7000,15.4000,573.4000,0.3679
2010,17.6000,13.6700,616.3000,0.3904
2011,21.8000,15.2000,312.6000,1.0596
2012,31.9000,15.8000,252.6000,1.9947
2013,12.4000,16.8700,149.8000,1.3959
2014,38.7000,16.9400,134.8000,4.8595
2015,11.7000,15.3200,253.7000,0.7064
2016,6.5000,16.4400,375.9000,0.2843
2017,25.8000,16.4200,349.9000,1.2103
2018,45.5000,16.7700,299.0000,2.5507
2019,26.5000,16.7800,249.1000,1.7843
