year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,12.3000,4.9500,494.5000,0.1232
1981,32.8000,4.1900,311.1000,0.4418
1982,20.7000,4.3200,367.7000,0.2429
1983,21.6000,3.8300,357.0000,0.2318
1984,28.3000,5.3400,322.3000,0.4689
1985,25.1000,5.1000,375.8000,0.3406
1986,30.2000,4.3200,218.6000,0.5969
1987,35.7000,4.5500,359.0000,0.4524
1988,37.7000,5.0300,322.1000,0.5885
1989,18.6000,5.4400,343.5000,0.2946
1990,34.2000,3.4600,379.3000,0.3118
1991,28.6000,5.4100,416.2000,0.3719
1992,18.6000,5.0300,315.6000,0.2964
1993,40.3000,4.5200,429.1000,0.4240
1994,68.7000,4.6500,152.3000,2.0942
1995,32.9000,5.8100,334.0000,0.5722
1996,25.0000,5.5900,234.3000,0.5961
1997,25.6000,4.0800,205.6000,0.5077
1998,23.7000,5.3700,435.5000,0.2920
1999,19.8000,6.9400,328.0000,0.4187
2000,32.8000,4.0100,386.0000,0.3405
2001,36.0000,3.8900,353.3000,0.3962
2002,25.2000,5.1800,265.2000,0.4923
2003,24.9000,5.2200,520.2000,0.2496
2004,16.0000,6.4200,331.5000,0.3096
2005,18.8000,4.7900,422.7000,0.2131
2006,27.8000,5.0700,324.9000,0.4338
2007,28.4000,6.3000,296.8000,0.6023
2008,29.2000,5.3400,265.4000,0.5877
2009,20.1000,5.7900,398.2000,0.2924
2010,3.2000,6.4600,350.4000,0.0590
2011,30.4000,5.3200,320.5000,0.5042
2012,48.7000,5.5500,469.0000,0.5762
2013,27.9000,5.5500,213.7000,0.7237
2014,21.9000,5.6600,384.3000,0.3223
2015,34.1000,5.7300,236.3000,0.8272
2016,16.6000,6.2200,241.9000,0.4264
2017,31.3000,5.5000,325.6000,0.5289
2018,16.5000,5.8500,448.3000,0.2153
2019,44.4000,5.2000,258.8000,0.8912
