year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.4000,9.5800,74.3000,0.9531
1981,1.1000,11.4400,36.3000,0.3458
1982,2.2000,11.4200,31.5000,0.7954
1983,3.0000,10.3100,46.3000,0.6669
1984,1.4000,10.3500,118.1000,0.1226
1985,0.0000,9.7100,58.6000,0.0000
1986,4.4000,10.6000,33.3000,1.3958
1987,0.5000,11.0800,71.4000,0.0775
1988,1.3000,9.3200,53.3000,0.2269
1989,1.4000,11.0200,28.9000,0.5319
1990,4.1000,10.7000,25.3000,1.7272
1991,7.5000,10.0400,28.3000,2.6503
1992,2.6000,11.0300,63.1000,0.4536
1993,0.5000,11.0800,92.0000,0.0602
1994,2.5000,11.5200,159.9000,0.1800
1995,0.6000,9.6800,93.6000,0.0620
1996,4.0000,9.0900,131.5000,0.2762
1997,0.4000,12.2000,71.8000,0.0679
1998,1.9000,12.1800,40.3000,0.5726
1999,0.2000,11.9000,18.8000,0.1259
2000,1.1000,11.6500,42.1000,0.3036
2001,0.0000,11.1200,37.5000,0.0000
2002,5.6000,11.5000,77.3000,0.8318
2003,0.5000,11.4500,52.5000,0.1089
2004,0.3000,12.4100,62.5000,0.0595
2005,0.1000,11.6200,62.7000,0.0185
2006,3.7000,11.6800,57.0000,0.7571
2007,24.3000,11.5800,71.4000,3.9350
2008,12.8000,12.6000,91.5000,1.7604
2009,1.6000,12.3000,47.3000,0.4153
2010,5.7000,9.4500,11.4000,4.6828
2011,0.6000,10.1200,48.1000,0.1260
2012,1.3000,11.9100,47.3000,0.3267
2013,0.2000,13.2900,43.6000,0.0608
2014,1.0700,12.6400,41.4000,0.3249
2015,4.4000,11.6200,26.3000,1.9361
2016,2.6000,12.2700,98.5000,0.3236
2017,3.3000,11.6800,75.9000,0.5071
2018,2.4000,11.8600,66.9000,0.4247
2019,2.4000,11.8600,66.9000,0.4247
