year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.6000,3.4500,28.3000,0.3156
1981,3.1000,4.0400,52.8000,0.2368
1982,16.6000,1.7800,48.5000,0.6096
1983,2.0000,1.5800,51.7000,0.0608
1984,10.1000,3.3100,32.0000,1.0400
1985,3.1000,2.9200,16.0000,0.5615
1986,16.4000,1.6100,67.4000,0.3922
1987,9.4000,2.9600,34.6000,0.8030
1988,1.3000,4.1600,26.8000,0.2009
1989,10.7000,3.6900,45.0000,0.8765
1990,4.7000,4.5600,38.4000,0.5565
1991,5.7000,4.5800,25.6000,1.0149
1992,1.3000,4.9900,30.9000,0.2091
1993,4.5000,4.9100,81.0000,0.2725
1994,0.3000,4.6100,21.0000,0.0656
1995,6.3000,4.1400,9.8000,2.6354
1996,3.2000,5.1800,49.4000,0.3348
1997,0.0000,5.8300,35.3000,0.0000
1998,4.9000,6.2200,36.8000,0.8266
1999,2.4000,5.7000,37.1000,0.3675
2000,2.4000,4.6600,36.1000,0.3092
2001,0.4000,4.3300,10.8000,0.1591
2002,8.1000,6.0300,23.5000,2.0709
2003,9.3000,4.8000,35.7000,1.2481
2004,1.5000,6.3800,13.5000,0.7035
2005,6.3000,5.3400,46.4000,0.7232
2006,5.5000,4.9900,17.0000,1.6036
2007,0.1000,7.0700,32.7000,0.0216
2008,6.2000,6.0100,33.5000,1.1085
2009,2.6000,5.8600,7.3000,2.0600
2010,7.0000,5.5600,57.9000,0.6705
2011,2.8000,5.4800,30.1000,0.5083
2012,1.4000,5.0700,45.4000,0.1561
2013,1.5000,6.6300,48.1000,0.2062
2014,2.0000,5.1400,21.6000,0.4735
2015,0.0000,6.0000,33.5000,0.0000
2016,1.7000,6.6300,20.9000,0.5367
2017,3.3000,5.5900,35.3000,0.5209
2018,1.6000,6.0700,29.9000,0.3239
2019,1.6000,6.0700,29.9000,0.3239
