year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,11.8000,8.8100,58.3000,1.7809
1981,4.3000,10.3700,58.3000,0.7633
1982,1.1000,10.0800,25.3000,0.4367
1983,6.7000,8.9200,76.3000,0.7818
1984,1.1000,9.7200,84.0000,0.1271
1985,4.4000,9.1000,68.6000,0.5830
1986,1.3000,9.9400,53.1000,0.2429
1987,1.2000,10.3500,94.1000,0.1319
1988,6.0000,8.7900,70.1000,0.7513
1989,8.7000,10.2400,30.7000,2.8931
1990,4.9000,9.9600,35.7000,1.3632
1991,16.0000,9.8100,23.1000,6.7654
1992,2.8000,10.4000,85.1000,0.3417
1993,0.2000,10.4300,85.2000,0.0245
1994,0.7000,10.7200,163.1000,0.0460
1995,1.5000,9.4500,59.6000,0.2375
1996,3.5000,9.1900,101.5000,0.3167
1997,4.3000,11.6900,68.4000,0.7337
1998,9.1000,11.2300,35.0000,2.9127
1999,1.3000,11.2000,45.3000,0.3207
2000,7.9000,11.2500,59.7000,1.4863
2001,1.6000,10.3800,22.3000,0.7418
2002,2.9000,10.5400,75.2000,0.4061
2003,7.1000,10.5500,90.6000,0.8259
2004,0.5000,11.9200,77.5000,0.0768
2005,0.9000,11.1800,39.2000,0.2560
2006,7.8000,11.0600,84.3000,1.0221
2007,6.6000,10.8700,72.0000,0.9953
2008,15.8000,12.4300,77.2000,2.5410
2009,1.0000,12.3100,61.8000,0.1988
2010,9.6000,9.4200,15.0000,5.9865
2011,6.1000,10.0800,81.8000,0.7511
2012,6.5000,11.2800,87.5000,0.8371
2013,1.0300,13.0100,55.5000,0.2418
2014,2.0000,12.1100,89.7000,0.2696
2015,4.1000,11.9200,32.5000,1.4985
2016,4.7000,11.7800,53.3000,1.0372
2017,0.0000,11.6200,60.2000,0.0000
2018,5.7000,13.6100,107.9000,0.7183
2019,4.2000,12.1700,44.0000,1.1593
