year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.8000,4.0100,246.6000,0.1595
1981,13.4000,6.4200,331.0000,0.2600
1982,7.8000,6.1100,238.9300,0.1992
1983,24.4000,6.1300,361.6000,0.4137
1984,11.7000,4.7800,326.3000,0.1714
1985,8.1000,5.9100,393.4000,0.1217
1986,6.5000,5.6000,337.6000,0.1077
1987,13.4000,3.7800,350.6000,0.1446
1988,40.5000,4.4700,396.0000,0.4571
1989,9.8000,6.3900,237.0000,0.2640
1990,18.2000,7.3200,276.9000,0.4811
1991,20.1000,5.7700,361.9000,0.3206
1992,5.7000,6.5400,198.5000,0.1877
1993,16.6000,6.5400,400.1000,0.2713
1994,8.7000,5.4000,296.8000,0.1581
1995,14.2000,4.9400,157.0000,0.4466
1996,0.8000,7.2300,434.6000,0.0133
1997,6.6000,6.6100,381.2000,0.1143
1998,13.2000,8.6200,393.0000,0.2895
1999,11.5000,4.2300,299.5000,0.1625
2000,8.4000,6.6200,195.7000,0.2841
2001,10.5000,6.2500,191.1000,0.3430
2002,10.8000,8.2800,322.0000,0.2777
2003,4.7000,7.9100,429.6000,0.0865
2004,8.0000,6.3300,238.2000,0.2124
2005,24.6000,5.2400,470.2000,0.2740
2006,7.6000,5.7800,336.9000,0.1304
2007,23.8000,5.6300,254.3000,0.5263
2008,20.2000,8.2300,227.3000,0.7309
2009,21.1000,7.1300,402.2000,0.3742
2010,39.7000,3.3900,210.7000,0.6381
2011,3.3000,5.6300,366.0000,0.0507
2012,25.7000,6.3700,431.8000,0.3792
2013,22.5000,4.4000,370.3000,0.2675
2014,23.7000,7.8000,290.9000,0.6353
2015,43.2000,6.5800,316.3000,0.8982
2016,11.1000,7.6100,280.4000,0.3011
2017,6.9000,8.3200,348.0000,0.1650
2018,22.0000,7.2000,462.3000,0.3424
2019,21.4000,7.8900,400.9000,0.4211
