year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,58.9000,9.2000,437.2000,1.2389
1981,40.0000,11.1100,371.3000,1.1961
1982,14.4000,10.7600,434.5000,0.3564
1983,27.2000,11.2100,371.6000,0.8204
1984,30.0000,9.7400,520.2000,0.5614
1985,32.6000,9.6800,815.3000,0.3872
1986,43.5000,10.3700,695.1000,0.6490
1987,69.6000,9.1000,310.6000,2.0383
1988,33.2000,9.3500,455.7000,0.6812
1989,14.7000,12.2500,219.0000,0.8217
1990,79.4000,10.5700,307.8000,2.7262
1991,39.7000,10.0900,553.7000,0.7235
1992,31.6000,11.1500,340.3000,1.0351
1993,28.1000,11.3400,449.0000,0.7093
1994,19.9000,11.1300,694.8000,0.3187
1995,57.0000,9.8500,569.5000,0.9857
1996,8.5000,10.5200,584.5000,0.1529
1997,46.5000,11.4800,292.3000,1.8252
1998,36.4000,13.1000,367.0000,1.2994
1999,56.0000,10.3100,399.7000,1.4439
2000,86.7000,11.1400,200.6000,4.8106
2001,43.4000,11.3500,611.5000,0.8054
2002,34.4000,13.3800,369.6000,1.2447
2003,36.2000,12.2700,381.4000,1.1646
2004,76.3000,12.2400,396.7000,2.3528
2005,26.2000,10.6000,445.4000,0.6235
2006,38.5000,10.6700,478.1000,0.8587
2007,104.9000,10.8600,348.6000,3.2657
2008,8.2000,12.3000,376.7000,0.2676
2009,74.3000,12.1000,297.7000,3.0186
2010,89.5000,8.6700,621.2000,1.2482
2011,4.4000,10.9400,565.2000,0.0851
2012,72.3000,11.4200,573.3000,1.4404
2013,66.2000,9.7700,358.8000,1.8020
2014,31.3000,13.3800,207.5000,2.0179
2015,42.2000,12.4300,293.8000,1.7848
2016,25.1000,12.7300,513.5000,0.6223
2017,17.3000,13.1500,253.3000,0.8978
2018,48.8000,12.5100,316.8000,1.9266
2019,37.1000,13.0800,422.6000,1.1483
