year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,61.4000,5.2700,543.2000,0.5959
1981,31.5000,6.8800,391.6000,0.5529
1982,54.6000,7.2100,389.0000,1.0112
1983,20.2000,7.5100,665.1000,0.2281
1984,22.8000,5.1200,455.1000,0.2563
1985,32.0000,5.9100,633.9000,0.2982
1986,58.2000,5.8400,688.7000,0.4931
1987,37.9000,5.2400,449.1000,0.4418
1988,47.7000,4.9700,325.5000,0.7282
1989,34.7000,7.5900,369.2000,0.7131
1990,60.1000,7.6000,374.3000,1.2207
1991,66.0000,5.7000,522.4000,0.7196
1992,31.4000,6.6600,347.3000,0.6018
1993,18.9000,6.9500,425.6000,0.3087
1994,21.6000,6.5800,691.1000,0.2056
1995,11.8000,6.0800,556.4000,0.1289
1996,29.8000,6.5100,565.4000,0.3429
1997,42.9000,6.9800,226.2000,1.3237
1998,26.9000,9.5500,658.4000,0.3903
1999,82.2000,5.3800,309.7000,1.4285
2000,76.3000,6.5300,317.8000,1.5663
2001,23.6000,6.9800,417.0000,0.3947
2002,37.2000,8.6100,457.2000,0.7002
2003,18.7000,7.5700,538.5000,0.2629
2004,79.6000,6.7800,472.9000,1.1416
2005,18.8000,5.5400,618.8000,0.1683
2006,52.6000,5.9000,461.8000,0.6714
2007,79.3000,6.0500,327.6000,1.4632
2008,31.2000,8.6000,413.7000,0.6484
2009,69.6000,7.5400,300.1000,1.7484
2010,130.3000,3.9400,667.8000,0.7695
2011,24.3000,5.9800,289.4000,0.5015
2012,51.8000,6.7900,539.1000,0.6526
2013,73.5000,5.1100,606.2000,0.6189
2014,28.2000,8.1500,368.7000,0.6229
2015,84.7000,7.2600,350.8000,1.7526
2016,37.8000,8.0200,482.1000,0.6291
2017,45.4000,7.6500,333.9500,1.0403
2018,52.0000,7.9300,683.6000,0.6034
2019,35.2000,8.1500,603.6700,0.4754
