year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,23.5000,4.2100,38.0000,2.5993
1981,39.2000,7.8000,42.5000,7.1745
1982,20.4000,7.2500,17.0000,8.6530
1983,31.6000,7.3200,68.4000,3.3751
1984,49.6000,4.3800,103.8000,2.0922
1985,30.4000,3.4800,41.4000,2.5463
1986,61.2000,6.0700,39.2000,9.4569
1987,81.8000,4.2300,76.5000,4.5141
1988,47.4000,3.2800,60.6000,2.5651
1989,25.3000,6.5200,44.6000,3.6925
1990,72.2000,7.5700,71.3000,7.6599
1991,53.1000,6.0400,46.1000,6.9461
1992,45.9000,6.0300,93.4000,2.9593
1993,67.9000,5.3800,157.2000,2.3239
1994,58.4000,6.0600,78.8000,4.4821
1995,18.5000,6.4400,94.6000,1.2581
1996,87.1000,6.0300,86.6000,6.0583
1997,86.1000,11.0400,25.6000,37.0014
1998,54.0000,4.8600,87.5000,2.9958
1999,51.1000,4.7900,32.5000,7.5137
2000,75.3000,8.2700,64.0000,9.7170
2001,69.8000,6.6400,119.5000,3.8772
2002,80.6000,7.1300,39.5000,14.5218
2003,61.9000,4.7700,59.9000,4.9161
2004,63.4000,7.5500,56.4000,8.4720
2005,32.0000,7.9500,97.7000,2.6002
2006,99.9000,5.6000,35.1000,15.8808
2007,26.4000,7.8500,94.1000,2.2009
2008,23.9000,9.9900,33.6000,7.0827
2009,108.8000,8.0700,23.4000,37.3654
2010,199.7000,2.1300,35.8000,11.8449
2011,54.8000,5.8500,66.8000,4.7928
2012,56.3000,8.3600,124.6000,3.7758
2013,34.8000,8.7300,105.3000,2.8836
2014,53.0000,7.1700,22.4000,16.8806
2015,120.0000,7.4200,38.5000,23.0525
2016,68.5000,8.3900,62.7000,9.1494
2017,40.9000,6.4200,106.1000,2.4706
2018,54.4000,8.3200,39.0000,11.5786
2019,32.7000,7.2800,55.1000,4.3103
