year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.0000,11.2200,20.0000,0.0000
1981,1.5000,12.5900,97.6000,0.1933
1982,1.1000,11.5400,33.3000,0.3801
1983,4.9000,11.0400,71.9000,0.7511
1984,1.0000,10.9900,48.8000,0.2248
1985,1.5000,10.9700,8.6000,1.8906
1986,11.3000,10.7800,16.7000,7.2475
1987,0.3000,11.5600,67.3000,0.0515
1988,10.9000,9.9200,12.4000,8.6518
1989,0.0000,10.9100,31.3000,0.0000
1990,0.1000,11.5700,53.7000,0.0215
1991,20.8000,11.4400,65.2000,3.6454
1992,26.4000,11.7300,108.1000,2.8632
1993,5.3000,11.4800,55.9000,1.0861
1994,4.5000,11.2600,19.0000,2.6528
1995,13.1000,11.2600,43.1000,3.4138
1996,9.1000,10.6800,63.6000,1.5250
1997,0.0000,13.5200,69.2000,0.0000
1998,7.9000,11.2500,63.7000,1.3933
1999,2.2000,12.0000,51.4000,0.5127
2000,16.9000,12.8300,75.4000,2.8717
2001,1.5000,12.4300,38.6000,0.4818
2002,7.5000,11.5800,41.2000,2.1036
2003,23.3000,10.6200,36.3000,6.7949
2004,6.6000,12.7700,13.0000,6.4341
2005,4.4000,12.9000,53.8000,1.0532
2006,2.1000,12.1900,27.1000,0.9412
2007,0.8000,13.2700,44.0000,0.2407
2008,3.3000,13.3900,84.3000,0.5236
2009,1.1000,12.5500,12.7000,1.0783
2010,2.6000,10.8000,12.4000,2.2469
2011,3.9000,11.6100,21.1000,2.1364
2012,14.9000,12.7800,31.6000,6.0077
2013,1.3000,13.7800,39.8000,0.4490
2014,8.3000,11.6600,20.7000,4.6527
2015,7.4000,12.8800,28.9000,3.2876
2016,4.3000,13.6300,115.4000,0.5073
2017,3.1000,12.9300,29.9000,1.3365
2018,1.1000,13.5100,21.1000,0.7012
2019,0.1000,13.1900,18.0000,0.0729
