year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,67.8000,3.5400,427.6000,0.5605
1981,97.0000,5.0000,468.5000,1.0343
1982,45.2000,5.4600,496.7000,0.4963
1983,61.2000,6.0100,478.0000,0.7698
1984,59.9000,3.4100,381.8000,0.5350
1985,70.6000,4.6300,466.8000,0.7005
1986,96.8000,4.3200,755.8000,0.5533
1987,97.3000,3.9000,501.2000,0.7574
1988,97.9000,3.2800,409.1000,0.7851
1989,36.2000,5.7000,494.2000,0.4178
1990,104.3000,5.5400,542.3000,1.0649
1991,73.1000,4.2800,515.8000,0.6062
1992,97.3000,4.7500,334.5000,1.3813
1993,45.2000,4.8600,453.8000,0.4842
1994,62.0000,4.5600,442.8000,0.6388
1995,74.2000,3.7600,706.6000,0.3950
1996,58.8000,4.3200,531.9000,0.4777
1997,73.8000,4.7200,296.1000,1.1767
1998,44.3000,7.9300,482.3000,0.7285
1999,82.9000,4.0700,392.1000,0.8593
2000,82.9000,4.6900,403.9000,0.9620
2001,65.6000,5.1800,466.1000,0.7294
2002,106.2000,6.5800,422.9000,1.6521
2003,93.1000,5.8300,367.4000,1.4773
2004,126.7000,5.0700,418.4000,1.5345
2005,84.2000,3.6500,661.6000,0.4645
2006,138.4000,4.1100,419.5000,1.3541
2007,144.2000,3.7800,358.6000,1.5211
2008,78.0000,6.6200,391.7000,1.3189
2009,156.1000,5.6300,405.5000,2.1678
2010,155.1000,2.6000,654.1000,0.6172
2011,40.2000,3.8800,529.8000,0.2944
2012,82.2000,4.6700,494.9000,0.7747
2013,141.3000,3.5400,665.2000,0.7519
2014,92.2000,5.9200,321.1000,1.6992
2015,97.7000,5.9500,511.4000,1.1367
2016,117.9000,6.4700,510.9000,1.4917
2017,93.0000,5.7700,322.8000,1.6617
2018,116.2000,6.4000,550.2000,1.3519
2019,103.3700,6.0400,413.2000,1.5105
