year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,22.5000,12.3900,405.4000,0.6873
1981,24.9000,14.1200,318.9000,1.1024
1982,35.0000,13.3000,379.8000,1.2255
1983,7.4000,12.9100,553.9000,0.1724
1984,21.6000,13.2100,337.1000,0.8460
1985,18.2000,12.5500,238.7000,0.9563
1986,33.9000,13.6900,163.2000,2.8427
1987,14.9000,12.4900,372.1000,0.5000
1988,39.1000,12.1800,365.1000,1.3037
1989,135.0000,12.3000,478.2000,3.4729
1990,34.5000,12.7000,303.1000,1.4451
1991,27.9000,12.2000,384.5000,0.8847
1992,46.6000,13.1800,400.1000,1.5341
1993,38.3000,11.8800,240.8000,1.8885
1994,31.4000,13.5500,226.2000,1.8803
1995,5.2000,13.5200,186.7000,0.3765
1996,22.5000,11.8700,253.2000,1.0542
1997,19.6000,13.5600,163.1000,1.6281
1998,41.6000,12.9900,426.5000,1.2663
1999,12.5000,13.7300,229.0000,0.7494
2000,20.3000,15.0700,424.3000,0.7209
2001,43.3000,13.7600,337.2000,1.7660
2002,17.7000,13.4100,300.2000,0.7905
2003,38.2000,12.8500,419.1000,1.1711
2004,15.8000,14.2000,249.6000,0.8988
2005,7.2000,14.5500,365.2000,0.2868
2006,37.1000,14.1000,335.3000,1.5592
2007,9.7000,14.5900,387.1000,0.3654
2008,30.1000,14.4200,274.2000,1.5826
2009,9.9000,13.5900,399.4000,0.3368
2010,32.2000,12.4800,384.5000,1.0448
2011,14.4000,13.3400,299.6000,0.6408
2012,26.3000,14.0300,308.1000,1.1972
2013,15.6000,14.8500,220.6000,1.0498
2014,25.6000,14.0200,319.7000,1.1224
2015,21.8000,13.7500,245.4000,1.2210
2016,4.9000,14.4100,339.6000,0.2079
2017,44.3000,13.9400,290.2000,2.1278
2018,47.3000,15.2400,209.6000,3.4367
2019,16.5000,14.7400,253.2000,0.9600
