year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.2000,15.8800,5.1000,6.7191
1981,8.5000,16.5600,39.0000,3.6007
1982,0.0000,15.0400,37.4000,0.0000
1983,2.5000,14.2800,15.3000,2.3188
1984,3.3000,14.9300,4.1000,11.7293
1985,1.7000,15.0900,4.9000,5.1296
1986,0.0000,13.9100,7.8000,0.0000
1987,0.7000,14.9100,58.4000,0.1784
1988,12.3000,14.2300,15.5000,11.2202
1989,0.0000,13.9000,32.9000,0.0000
1990,12.3000,15.0200,2.8000,63.6991
1991,10.1000,14.4300,35.4000,4.1043
1992,18.6000,14.3700,59.6000,4.4780
1993,9.9000,14.7200,29.4000,4.9391
1994,11.3000,14.6500,12.1000,13.5662
1995,4.5000,14.1000,6.3000,9.9171
1996,23.6000,13.1800,26.8000,11.5597
1997,0.0000,16.2600,17.0000,0.0000
1998,3.0000,15.4100,31.8000,1.4491
1999,0.6000,15.5600,16.7000,0.5556
2000,0.2000,16.7100,14.5000,0.2290
2001,0.7000,16.5800,36.8000,0.3145
2002,17.9000,16.5300,46.8000,6.3074
2003,9.4000,14.4000,20.7000,6.5057
2004,3.8000,16.6100,7.8000,7.9885
2005,12.5000,15.3200,41.6000,4.5919
2006,21.3000,16.2900,30.2000,11.4485
2007,0.8000,17.4900,15.0000,0.9266
2008,17.7000,17.4200,6.3000,48.1640
2009,0.8000,16.5400,3.3000,3.8908
2010,9.8000,15.9800,65.8000,2.3771
2011,5.9000,15.4300,17.3000,5.2318
2012,8.4000,15.3100,23.7000,5.4035
2013,0.2000,16.7900,31.4000,0.1066
2014,0.7000,15.4200,49.2000,0.2190
2015,6.8000,16.6700,35.0000,3.2299
2016,4.5000,17.3700,59.7000,1.3068
2017,10.5000,16.0500,90.9000,1.8514
2018,0.3000,16.8700,34.3000,0.1471
2019,6.1000,16.6100,22.5000,4.4820
