year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.3000,4.3700,16.5000,0.0790
1981,0.0000,5.3000,13.8000,0.0000
1982,1.6000,3.5100,19.8000,0.2825
1983,0.1000,2.7500,7.5000,0.0362
1984,0.0000,4.0000,9.6000,0.0000
1985,0.1000,4.1000,12.0000,0.0339
1986,2.9000,3.1200,9.3000,0.9614
1987,1.0000,4.3900,11.4000,0.3819
1988,0.6000,3.1500,7.1000,0.2627
1989,2.3000,3.3300,9.7000,0.7824
1990,3.8000,3.9900,7.4000,2.0201
1991,0.7000,4.1300,10.3000,0.2782
1992,0.3000,4.3000,16.3000,0.0787
1993,0.7000,4.2100,15.3000,0.1916
1994,0.0000,3.7000,4.9000,0.0000
1995,3.7000,2.5600,1.3000,6.7623
1996,1.5000,4.1700,12.9000,0.4811
1997,0.1000,5.0400,9.5000,0.0525
1998,2.7000,4.9800,5.7000,2.3165
1999,1.8000,4.6700,16.5000,0.5061
2000,0.5000,3.1800,4.3000,0.3612
2001,0.0000,3.1900,9.1000,0.0000
2002,5.7000,4.9500,7.2000,3.8668
2003,1.9000,3.8500,10.6000,0.6838
2004,0.4000,5.3600,12.9000,0.1649
2005,0.2000,4.3900,9.6000,0.0904
2006,3.2000,3.3400,5.0000,2.0945
2007,0.1000,5.3300,4.5000,0.1159
2008,7.4000,4.6800,13.9000,2.4711
2009,0.9000,5.1900,5.9000,0.7780
2010,3.9000,4.0000,15.6000,0.9928
2011,0.3000,4.1900,34.6000,0.0362
2012,0.0000,4.2800,23.2000,0.0000
2013,1.5000,5.3300,17.0000,0.4677
2014,2.1000,3.7300,7.5000,1.0320
2015,0.7000,4.9700,7.2000,0.4763
2016,2.6000,5.1400,14.4000,0.9223
2017,1.0000,4.2500,5.3000,0.7862
2018,0.4000,5.8500,16.4000,0.1418
2019,2.0000,4.9900,24.9000,0.3995
