year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,19.8000,13.7400,215.0000,1.2650
1981,17.0000,16.1000,348.1000,0.7861
1982,17.4000,15.1500,479.7000,0.5495
1983,2.6000,14.4100,272.4000,0.1375
1984,12.8000,14.4000,430.9000,0.4277
1985,15.4000,13.7300,282.9000,0.7472
1986,25.1000,15.0000,163.0000,2.3081
1987,30.0000,14.0800,364.3000,1.1592
1988,21.0000,13.7000,296.7000,0.9691
1989,80.9000,14.4300,288.9000,4.0383
1990,54.3000,14.3400,215.2000,3.6164
1991,21.6000,13.5000,237.3000,1.2287
1992,27.5000,14.6500,310.1000,1.2987
1993,7.0000,14.1200,329.3000,0.3000
1994,20.7000,15.3300,208.4000,1.5224
1995,1.4000,15.2800,202.2000,0.1058
1996,12.2000,14.0900,313.7000,0.5479
1997,9.5000,15.7500,208.1000,0.7185
1998,30.2000,14.5200,318.0000,1.3784
1999,14.7000,15.5200,153.7000,1.4838
2000,7.7000,16.9800,230.1000,0.5679
2001,25.3000,16.2300,132.4000,3.0995
2002,19.0000,15.6900,157.5000,1.8912
2003,24.0000,14.7700,355.2000,0.9976
2004,3.6000,16.4700,349.3000,0.1697
2005,3.9000,16.2700,168.0000,0.3774
2006,14.2000,16.2700,145.7000,1.5841
2007,4.9000,16.5400,403.5000,0.2008
2008,19.3000,16.7400,185.1000,1.7449
2009,7.7000,15.4900,200.8000,0.5938
2010,10.2000,14.2300,395.2000,0.3671
2011,13.3000,15.1400,179.3000,1.1221
2012,26.9000,15.2800,346.4000,1.1861
2013,18.7000,16.2500,155.3000,1.9558
2014,12.2000,16.2600,186.9000,1.0608
2015,9.1000,15.2700,312.3000,0.4449
2016,4.1000,15.9700,265.4000,0.2466
2017,17.9000,16.0200,255.0000,1.1244
2018,14.6000,16.4900,230.1000,1.0459
2019,18.4000,15.6000,283.3000,1.0131
