year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,20.8000,12.1000,242.3000,1.0386
1981,15.1000,14.3400,468.2000,0.4625
1982,2.4000,14.4400,250.1000,0.1385
1983,11.0000,14.0300,237.1000,0.6509
1984,17.0000,12.4500,464.6000,0.4556
1985,11.4000,12.4000,420.6000,0.3360
1986,12.2000,14.0200,436.4000,0.3917
1987,16.9000,12.7000,362.0000,0.5927
1988,5.5000,13.0500,512.5000,0.1400
1989,2.3000,15.0400,238.3000,0.1451
1990,32.9000,13.4900,337.0000,1.3169
1991,14.2000,12.5900,350.4000,0.5102
1992,2.5000,13.6200,252.1000,0.1350
1993,5.2000,13.5700,416.6000,0.1693
1994,4.3000,13.7900,563.9000,0.1052
1995,0.9000,13.3800,540.8000,0.0223
1996,2.6000,13.2800,366.6000,0.0941
1997,21.4000,14.0800,177.0000,1.7019
1998,9.4000,14.3900,287.4000,0.4706
1999,2.9000,13.2000,248.8000,0.1538
2000,9.2000,14.3000,338.1000,0.3891
2001,16.3000,15.0300,390.5000,0.6272
2002,5.4000,15.1800,304.0000,0.2695
2003,2.9000,14.4500,351.8000,0.1191
2004,0.2000,14.4900,274.6000,0.0105
2005,8.4000,13.7900,534.1000,0.2169
2006,6.0000,13.6900,326.4000,0.2516
2007,33.5000,14.2000,163.7000,2.9033
2008,5.1000,15.0600,346.6000,0.2216
2009,6.4000,14.9900,413.7000,0.2319
2010,18.7000,12.2100,230.9000,0.9887
2011,10.0000,14.1900,305.7000,0.4640
2012,16.2000,14.4200,529.1000,0.4415
2013,14.0000,13.1500,264.5000,0.6956
2014,4.6000,16.2300,317.2000,0.2353
2015,10.7000,14.9400,236.5000,0.6757
2016,22.6000,15.7000,459.1000,0.7729
2017,6.8000,16.2700,369.1000,0.2998
2018,11.0000,15.4800,515.3000,0.3303
2019,10.4000,15.8600,385.5000,0.4279
