year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,14.6000,-0.2300,88.4000,-0.0377
1981,16.8000,2.7300,90.7000,0.5044
1982,3.7000,2.8400,156.2000,0.0672
1983,2.4000,2.1600,194.9000,0.0266
1984,9.7000,-0.5000,366.4000,-0.0133
1985,11.5000,2.4400,231.6000,0.1211
1986,3.2000,3.2000,92.7000,0.1105
1987,2.2000,1.1300,167.6000,0.0148
1988,15.5000,1.4700,246.7000,0.0926
1989,7.3000,3.9800,218.9000,0.1328
1990,2.0000,4.8600,327.2000,0.0297
1991,14.8000,2.1900,190.9000,0.1699
1992,14.4000,3.8700,93.5000,0.5955
1993,3.7000,4.1400,316.5000,0.0483
1994,7.8000,2.6000,286.1000,0.0709
1995,1.2000,1.9400,73.0000,0.0319
1996,16.0000,3.4800,181.1000,0.3070
1997,6.1000,4.4900,239.4000,0.1144
1998,7.1000,5.7500,484.1000,0.0843
1999,3.6000,1.7100,116.6000,0.0527
2000,8.8000,4.4400,84.8000,0.4598
2001,24.1000,2.4700,61.2000,0.9692
2002,15.4000,5.4200,185.2000,0.4508
2003,17.6000,2.4800,79.2000,0.5503
2004,25.9000,2.1600,50.6000,1.1011
2005,20.9000,2.6000,55.8000,0.9705
2006,16.5000,2.6600,124.6000,0.3521
2007,27.1000,3.5100,176.7000,0.5385
2008,9.3000,5.5700,197.4000,0.2622
2009,12.8000,4.4000,147.6000,0.3817
2010,29.5000,0.4200,69.6000,0.1762
2011,4.3000,3.8000,94.0000,0.1736
2012,10.3000,2.6500,150.2000,0.1814
2013,27.3000,1.1300,243.9000,0.1268
2014,12.2000,5.4000,228.9000,0.2877
2015,6.3000,4.0700,110.2000,0.2325
2016,5.4000,3.8900,41.6000,0.5032
2017,6.8000,5.2100,93.0000,0.3808
2018,15.6000,5.1300,174.9000,0.4575
2019,1.0000,4.7300,237.4000,0.0199
