year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,5.4000,13.8800,294.4000,0.2546
1981,7.0000,16.2100,404.0000,0.2808
1982,8.4000,16.2800,493.2000,0.2771
1983,0.1000,15.3600,141.3000,0.0109
1984,27.6000,13.8100,530.6000,0.7184
1985,10.4000,13.8200,204.2000,0.7037
1986,3.5000,15.3000,131.9000,0.4056
1987,26.2000,14.5000,339.5000,1.1183
1988,1.7000,14.4600,401.9000,0.0612
1989,57.4000,15.3800,400.2000,2.2061
1990,73.6000,14.5800,420.9000,2.5482
1991,64.7000,13.2400,281.5000,3.0413
1992,13.7000,15.0200,192.9000,1.0659
1993,10.1000,14.9100,419.5000,0.3588
1994,22.4000,15.7300,534.9000,0.6586
1995,1.8000,15.2500,356.3000,0.0770
1996,6.5000,14.4400,393.9000,0.2382
1997,8.1000,15.6600,123.0000,1.0302
1998,28.5000,15.2900,644.0000,0.6767
1999,2.8000,15.2100,276.9000,0.1537
2000,20.0000,16.7200,502.9000,0.6648
2001,59.0000,16.6600,317.7000,3.0921
2002,33.4000,14.7000,171.4000,2.8633
2003,50.1000,13.7800,382.1000,1.8068
2004,11.6000,15.0800,436.5000,0.4007
2005,15.5000,14.6900,240.4000,0.9467
2006,17.1000,14.9700,259.1000,0.9874
2007,1.1000,14.8800,293.0000,0.0559
2008,16.9000,15.6600,334.7000,0.7906
2009,6.7000,14.9700,367.5000,0.2729
2010,19.3000,13.3000,378.9000,0.6772
2011,24.7000,14.5600,243.6000,1.4755
2012,30.6000,15.5300,378.7000,1.2546
2013,24.9000,15.0400,303.1000,1.2355
2014,24.3000,17.4300,313.3000,1.3514
2015,2.7000,15.8600,216.4000,0.1978
2016,24.2000,16.7100,739.5000,0.5468
2017,19.7000,17.0100,400.6000,0.8362
2018,7.7000,16.9700,423.2000,0.3087
2019,15.5000,16.6100,243.3000,1.0575
