year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,50.9000,7.1400,136.6000,2.6578
1981,3.2000,9.0800,300.7000,0.0966
1982,5.4000,9.2600,218.6000,0.2285
1983,6.9000,8.6900,263.0000,0.2278
1984,12.8000,7.8500,341.7000,0.2941
1985,12.0000,7.3200,313.8000,0.2800
1986,20.4000,8.5200,161.3000,1.0774
1987,9.6000,8.8800,157.2000,0.5420
1988,8.6000,7.0300,340.7000,0.1774
1989,15.8000,9.2400,231.4000,0.6306
1990,19.4000,8.7300,364.6000,0.4644
1991,61.1000,7.7800,194.3000,2.4454
1992,21.5000,9.0600,383.8000,0.5074
1993,11.8000,8.9600,214.0000,0.4936
1994,16.3000,9.8500,414.4000,0.3872
1995,4.5000,7.7100,286.6000,0.1210
1996,8.2000,7.7000,239.6000,0.2633
1997,7.5000,9.8900,313.0000,0.2370
1998,25.4000,10.3100,360.3000,0.7268
1999,2.8000,10.0700,129.0000,0.2184
2000,10.4000,9.6800,180.6000,0.5570
2001,12.0000,9.7800,135.2000,0.8677
2002,19.9000,9.5800,301.2000,0.6329
2003,46.8000,9.0400,301.1000,1.4047
2004,26.1000,9.9600,269.5000,0.9642
2005,12.1000,9.3900,174.0000,0.6528
2006,12.5000,9.9700,193.4700,0.6436
2007,41.1000,9.9300,112.4000,3.6279
2008,9.7000,10.4100,435.6000,0.2317
2009,14.5000,10.1700,148.5000,0.9919
2010,22.7000,7.0900,151.8000,1.0601
2011,18.9000,8.2100,77.2000,2.0081
2012,24.9000,10.2000,337.3000,0.7527
2013,6.4000,9.4600,432.6000,0.1399
2014,7.6000,10.3900,215.8000,0.3659
2015,12.1000,8.9100,146.1000,0.7374
2016,5.0000,9.5600,364.0000,0.1313
2017,39.0000,9.5200,210.6000,1.7622
2018,12.6000,11.3300,324.6000,0.4397
2019,20.2000,9.4700,241.5000,0.7918
