year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.0000,12.7300,230.3000,0.4974
1981,9.2000,15.3400,464.8000,0.3036
1982,1.7000,15.2800,333.0000,0.0780
1983,9.1000,14.4500,166.7000,0.7882
1984,15.3000,12.9000,297.4000,0.6635
1985,9.0000,12.7600,514.0000,0.2233
1986,6.4000,13.9900,188.5300,0.4747
1987,4.6000,13.3600,419.2000,0.1466
1988,5.0000,13.1500,390.1000,0.1686
1989,13.5000,14.7400,224.9000,0.8845
1990,38.7000,13.1900,492.5000,1.0366
1991,30.2000,12.4100,426.5000,0.8784
1992,5.3000,13.8600,381.7000,0.1924
1993,1.8000,13.9000,364.3000,0.0687
1994,8.1000,14.1400,531.9000,0.2153
1995,0.3000,13.8200,513.2000,0.0081
1996,1.2000,13.4500,433.5000,0.0372
1997,13.9000,14.1500,118.1000,1.6637
1998,28.7000,14.6500,443.2000,0.9483
1999,0.0000,13.9700,178.6000,0.0000
2000,13.3000,14.9700,561.9000,0.3542
2001,33.0000,15.2000,392.8000,1.2770
2002,6.7000,15.4500,204.7000,0.5055
2003,6.7000,14.4400,312.7000,0.3093
2004,12.7000,14.8200,306.8000,0.6131
2005,12.9000,14.5400,297.6000,0.6300
2006,6.7000,14.2200,496.2000,0.1920
2007,24.6000,14.8000,195.8000,1.8581
2008,0.6000,15.3100,425.8000,0.0216
2009,7.6000,15.0500,546.8000,0.2091
2010,24.1000,12.5400,380.0000,0.7948
2011,11.1000,14.4500,325.1000,0.4932
2012,18.7000,14.8300,455.8000,0.6085
2013,13.7000,13.4500,518.3000,0.3555
2014,2.9000,16.6500,272.1300,0.1773
2015,7.1000,15.1300,423.7000,0.2535
2016,34.9000,15.9000,495.1000,1.1207
2017,4.2000,16.4700,409.9000,0.1688
2018,4.8000,15.7200,497.6000,0.1516
2019,4.4000,16.0200,358.9000,0.1964
